ID,2012 Kraj,2013 Kraj,2014 Kraj,2015 Kraj,2016 Kraj,2017 Kraj,2018 Kraj,2019 Kraj,2020 Kraj,2021 Kraj,2022 Kraj,2023 Kraj,2024 Kraj,2025 Kraj,2026 Kraj,2012 pořadí kraj,2013 pořadí kraj,2014 pořadí kraj,2015 pořadí kraj,2016 pořadí kraj,2017 pořadí kraj,2018 pořadí kraj,2019 pořadí kraj,2020 pořadí kraj,2021 pořadí kraj,2022 pořadí kraj,2023 pořadí kraj,2024 pořadí kraj,2025 pořadí kraj,2026 pořadí kraj,2012 pořadí kategorie,2013 pořadí kategorie,2014 pořadí kategorie,2015 pořadí kategorie,2016 pořadí kategorie,2017 pořadí kategorie,2018 pořadí kategorie,2019 pořadí kategorie,2020 pořadí kategorie,2021 pořadí kategorie,2022 pořadí kategorie,2023 pořadí kategorie,2024 pořadí kategorie,2025 pořadí kategorie,2026 pořadí kategorie,2012 pořadí kraj kategorie,2013 pořadí kraj kategorie,2014 pořadí kraj kategorie,2015 pořadí kraj kategorie,2016 pořadí kraj kategorie,2017 pořadí kraj kategorie,2018 pořadí kraj kategorie,2019 pořadí kraj kategorie,2020 pořadí kraj kategorie,2021 pořadí kraj kategorie,2022 pořadí kraj kategorie,2023 pořadí kraj kategorie,2024 pořadí kraj kategorie,2025 pořadí kraj kategorie,2026 pořadí kraj kategorie,2013 Pořadí skokani kraj,2013 Pořadí skokani kategorie,2013 Pořadí skokani kraj kategorie,2014 Pořadí skokani kraj,2014 Pořadí skokani kategorie,2014 Pořadí skokani kraj kategorie,2015 Pořadí skokani kraj,2015 Pořadí skokani kategorie,2015 Pořadí skokani kraj kategorie,2016 Pořadí skokani kraj,2016 Pořadí skokani kategorie,2016 Pořadí skokani kraj kategorie,2017 Pořadí skokani kraj,2017 Pořadí skokani kategorie,2017 Pořadí skokani kraj kategorie,2018 Pořadí skokani kraj,2018 Pořadí skokani kategorie,2018 Pořadí skokani kraj kategorie,2019 Pořadí skokani kraj,2019 Pořadí skokani kategorie,2019 Pořadí skokani kraj kategorie,2020 Pořadí skokani kraj,2020 Pořadí skokani kategorie,2020 Pořadí skokani kraj kategorie,2021 Pořadí skokani kraj,2021 Pořadí skokani kategorie,2021 Pořadí skokani kraj kategorie,2022 Pořadí skokani kraj,2022 Pořadí skokani kategorie,2022 Pořadí skokani kraj kategorie,2023 Pořadí skokani kraj,2023 Pořadí skokani kategorie,2023 Pořadí skokani kraj kategorie,2024 Pořadí skokani kraj,2024 Pořadí skokani kategorie,2024 Pořadí skokani kraj kategorie,2025 Pořadí skokani kraj,2025 Pořadí skokani kategorie,2025 Pořadí skokani kraj kategorie,2026 Pořadí skokani kraj,2026 Pořadí skokani kategorie,2026 Pořadí skokani kraj kategorie
48673,Moravskoslezský SST,Moravskoslezský SST,,Moravskoslezský SST,,,,,,,,,,,,772,1086,,1215,,,,,,,,,,,,8662,9629,,11587,,,,,,,,,,,,772,1086,,1215,,,,,,,,,,,,428,5182,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48677,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,206,272,222,194,226,212,216,247,272,264,307,207,221,347,337,1481,2011,1556,1463,1581,1525,1424,1757,1963,1708,2304,1465,1667,2683,2481,206,272,222,194,226,212,216,247,272,264,307,207,221,347,337,887,8169,887,208,1419,208,562,3380,562,1040,7398,1040,737,5415,737,670,5034,670,1408,10881,1408,1250,9936,1250,940,6908,940,501,3857,501,138,1013,138,1178,9320,1178,1684,13108,1684,566,4647,566
48678,,KSST Pardubický,KSST Pardubický,KSST Pardubický,KSST Pardubický,KSST Pardubický,KSST Pardubický,KSST Pardubický,KSST Pardubický,,KSST Pardubický,,KSST Pardubický,KSST Pardubický,KSST Pardubický,,37,32,38,34,30,29,33,30,,26,,39,39,39,,476,519,516,476,487,505,515,521,,511,,559,625,769,,37,32,38,34,30,29,33,30,,26,,39,39,39,,,,37,578,37,26,357,26,7,165,7,28,457,28,31,557,31,36,682,36,25,534,25,,,,,,,,,,,,,40,785,40,38,873,38
48680,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,,,,,,,,,,,825,821,859,812,821,,,,,,,,,,,9683,10845,11203,12713,12837,,,,,,,,,,,825,821,859,812,821,,,,,,,,,,,466,5859,466,394,5226,394,253,3858,253,488,8298,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48681,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,,,,,,,,,842,837,878,846,862,876,890,,,,,,,,,9921,11143,11647,13638,13851,14547,14806,,,,,,,,,842,837,878,846,862,876,890,,,,,,,,,485,6077,485,487,6429,487,545,7587,545,542,8942,542,604,10104,604,513,8972,513,,,,,,,,,,,,,,,,,,,,,,,,
48682,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,640,618,655,686,601,685,684,700,646,478,677,692,736,820,843,7149,7417,7815,9807,8353,9786,9662,10178,8966,5139,9347,9575,10306,11407,11663,640,618,655,686,601,685,684,700,646,478,677,692,736,820,843,229,2877,229,487,6429,487,737,10166,737,78,1199,78,749,12430,749,361,6377,361,623,10881,623,152,2322,152,352,4448,352,467,5709,467,545,8919,545,705,11592,705,802,12762,802,593,8846,593
48683,Pražský SST,Pražský SST,Pražský SST,,Pražský SST,,,Pražský SST,Pražský SST,,,,,Pražský SST,,794,783,796,,785,,,844,850,,,,,901,,9197,10146,10060,,12035,,,13619,13284,,,,,13177,,794,783,796,,785,,,844,850,,,,,901,,377,4756,377,185,2380,185,,,,,,,,,,,,,,,,380,6386,380,,,,,,,,,,,,,,,,,,
48685,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,,845,817,832,819,818,814,809,819,809,572,804,819,828,867,,10034,10797,10668,12823,12781,12749,12410,12849,12410,6411,12073,12517,12310,12290,,845,817,832,819,818,814,809,819,809,572,804,819,828,867,,127,1464,127,123,1513,123,718,9885,718,383,6561,383,223,3693,223,238,3910,238,691,11916,691,338,5540,338,130,1686,130,434,5428,434,680,11059,680,320,4951,320,500,7819,500,,,
48687,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,833,819,861,814,804,794,764,779,710,513,662,642,651,607,654,827,1183,1150,1530,1437,12173,11296,11865,10346,5561,9084,8606,8607,7664,8384,93,85,94,104,102,794,764,779,710,513,662,642,651,607,654,352,644,48,468,932,52,224,828,55,285,1105,77,159,2541,159,126,1981,126,691,11916,691,85,1312,85,121,1574,121,199,2422,199,290,4655,290,426,6832,426,198,2882,198,744,11249,744
48688,Pražský SST,,Pražský SST,Pražský SST,Pražský SST,Pražský SST,,,,,,,,,,867,,886,870,881,891,,,,,,,,,,10401,,11969,14321,14458,15032,,,,,,,,,,867,,886,870,881,891,,,,,,,,,,,,,,,,748,10334,748,428,7398,428,467,7805,467,,,,,,,,,,,,,,,,,,,,,,,,,,,
48689,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,,,,,,,,,,875,865,901,876,884,895,,,,,,,,,,10556,11921,12511,14694,14698,15189,,,,,,,,,,875,865,901,876,884,895,,,,,,,,,,434,5431,434,476,6290,476,512,7092,512,243,4159,243,325,5539,325,,,,,,,,,,,,,,,,,,,,,,,,,,,
48691,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,641,649,661,647,494,496,514,562,504,393,543,552,524,520,432,378,365,588,662,633,614,6524,7664,6310,3941,6914,6900,6267,6124,4896,46,37,52,54,53,62,514,562,504,393,543,552,524,520,432,391,524,39,337,756,41,421,996,68,26,260,18,342,1231,77,439,7630,439,756,12953,756,114,1802,114,284,3657,284,482,5968,482,462,7555,462,219,3234,219,422,6576,422,104,1490,104
48692,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,130,136,133,123,112,106,104,86,,73,97,74,77,78,68,76,159,157,211,173,184,177,189,,404,598,517,538,529,519,9,16,11,14,14,15,21,21,,73,97,74,77,78,68,87,83,8,82,89,8,23,88,13,18,78,9,20,84,12,27,156,16,34,144,19,,,,,,,41,217,41,17,108,17,48,452,48,53,456,53,28,276,28
48695,Pražský SST,Pražský SST,Pražský SST,Pražský SST,,,,,,,,,,,,104,89,89,94,,,,,,,,,,,,89,64,115,128,,,,,,,,,,,,8,2,5,4,,,,,,,,,,,,10,27,3,97,160,19,88,175,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48696,,,,KSST Vysočina,KSST Vysočina,,,,,,,,,,,,,,42,37,,,,,,,,,,,,,,805,813,,,,,,,,,,,,,,42,37,,,,,,,,,,,,,,,,,,,,23,379,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48697,,,,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,,,,,,1118,1088,1168,1123,1169,1146,203,1070,1073,,,,,,,13323,13312,14309,14437,15127,14880,7366,14170,14105,,,,,,,1118,1088,1168,1123,1169,1146,203,1070,1073,,,,,,,,,,,,,562,6271,562,1055,12177,1055,633,7487,633,1114,13867,1114,614,7272,614,104,3342,104,108,3328,108,574,7126,574,,,,,,,,,
48698,,,,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,,,,,,884,911,877,852,894,899,166,840,921,,,,,,,11073,11481,11489,11549,12211,12186,6516,11729,12708,,,,,,,884,911,877,852,894,899,166,840,921,,,,,,,,,,,,,866,9820,866,437,4785,437,605,7070,605,1007,12566,1007,737,9129,737,182,6228,182,101,2972,101,979,12794,979,,,,,,,,,
48699,,,,KSST Vysočina,KSST Vysočina,KSST Vysočina,,,,,,,,,,,,,557,536,589,,,,,,,,,,,,,7851,7841,8461,,,,,,,,,,,,,557,536,589,,,,,,,,,,,,,,,,,,,598,6698,598,862,9846,862,,,,,,,,,,,,,,,,,,,,,,,,,,,
48701,,,,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,,,697,695,672,614,497,582,118,438,412,522,479,610,,,,9314,9327,9251,8713,7464,8318,5110,6642,6347,7902,7246,8713,,,,697,695,672,614,497,582,118,438,412,522,479,610,,,,,,,,,,617,6833,617,470,5128,470,367,4243,367,170,2076,170,980,12405,980,198,6873,198,24,587,24,437,5660,437,1004,12905,1004,334,3952,334,1090,13032,1090
48706,,,,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,,,,1011,1023,891,989,1041,1011,,951,1013,1049,1142,,,,,12354,12636,11644,13113,13726,13475,,13019,13631,13967,14302,,,,,1011,1023,891,989,1041,1011,,951,1013,1049,1142,,,,,,,,,,,831,9338,831,72,836,72,1136,13512,1136,1046,13054,1046,601,7134,601,,,,,,,965,12644,965,767,9699,767,939,11972,939,,,
48707,,,,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,,,1086,994,957,1021,980,1014,182,871,862,916,938,1034,,,,12986,12305,12339,13369,13216,13510,6914,12058,12063,12543,12356,13129,,,,1086,994,957,1021,980,1014,182,871,862,916,938,1034,,,,,,,,,,177,2072,177,422,4544,422,1093,12996,1093,575,7083,575,958,12100,958,132,4315,132,40,986,40,634,7835,634,845,10742,845,490,6026,490,1039,12547,1039
48709,,,,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,,,962,1033,1024,944,955,908,,802,820,835,876,830,,,,11900,12756,12980,12522,12886,12264,,11278,11567,11666,11646,11076,,,,962,1033,1024,944,955,908,,802,820,835,876,830,,,,,,,,,,1058,12328,1058,511,5539,511,277,3234,277,917,11454,917,363,4251,363,,,,,,,795,10202,795,600,7380,600,638,7819,638,313,3392,313
48711,,,,KSST Vysočina,KSST Vysočina,,,,,,,,,,,,,,55,56,,,,,,,,,,,,,,996,1062,,,,,,,,,,,,,,55,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48712,,,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,,84,45,53,32,35,21,28,20,22,23,14,17,15,,,1522,922,1118,853,878,562,650,498,413,365,186,288,289,,,84,45,53,32,35,21,28,20,22,23,14,17,15,,,,,,,37,531,37,866,9820,866,218,2338,218,572,6659,572,105,1309,105,775,9664,775,81,2599,81,55,1242,55,292,3815,292,58,682,58,951,12092,951,527,6200,527
48713,,,,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,,,,,,,,,,,969,991,951,923,,,,,,,,,,,,11993,12291,12306,12266,,,,,,,,,,,,969,991,951,923,,,,,,,,,,,,,,,,,,842,9476,842,412,4442,412,523,6099,523,,,,,,,,,,,,,,,,,,,,,,,,
48714,,,,KSST Vysočina,KSST Vysočina,KSST Vysočina,,KSST Vysočina,KSST Vysočina,,,,,,,,,,914,816,796,,822,782,,,,,,,,,,11414,10469,10552,,11420,10832,,,,,,,,,,914,816,796,,822,782,,,,,,,,,,,,,,,,172,2025,172,534,5683,534,,,,,,,418,4894,418,,,,,,,,,,,,,,,,,,
48715,,,,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,KSST Vysočina,,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,,,,937,1000,1030,1041,,962,,912,896,842,866,,,,,11607,12410,13045,13514,,12915,,12552,12453,11749,11557,,,,,937,1000,1030,1041,,962,,912,896,842,866,,,,,,,,,,,1036,12018,1036,822,9491,822,921,10866,921,,,,,,,,,,,,,550,6864,550,190,2258,190,540,6447,540,,,
48716,,,,KSST Vysočina,KSST Vysočina,,,,,,,,,KSST Vysočina,,,,,652,690,,,,,,,,,700,,,,,8835,9284,,,,,,,,,9831,,,,,652,690,,,,,,,,,700,,,,,,,,,,,854,9695,854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48717,,,,KSST Vysočina,KSST Vysočina,,,,,,,,,,,,,,48,45,,,,,,,,,,,,,,892,918,,,,,,,,,,,,,,48,45,,,,,,,,,,,,,,,,,,,,32,519,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48718,,,,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,,,,298,294,258,207,188,284,193,382,513,407,354,401,,,,4629,4604,4094,3403,3117,5093,3425,6127,7839,6668,5683,6058,,,,298,294,258,207,188,284,193,382,513,407,354,401,,,,,,,,,,541,5994,541,291,3053,291,231,2757,231,366,4581,366,994,13845,994,314,5596,314,349,6243,349,923,12921,923,126,1968,126,151,2248,151,761,9755,761
48720,,,,KSST Vysočina,,,KSST Vysočina,KSST Vysočina,KSST Vysočina,,,,,,,,,,1247,,,1233,1161,1154,,,,,,,,,,14412,,,15458,15045,14962,,,,,,,,,,1247,,,1233,1161,1154,,,,,,,,,,,,,,,,,,,,,,,,,224,2778,224,825,10343,825,,,,,,,,,,,,,,,,,,
48722,,,,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,,,39,38,37,35,31,34,,39,41,42,41,44,,,,771,823,823,825,742,767,,742,756,767,770,857,,,,39,38,37,35,31,34,,39,41,42,41,44,,,,,,,,,,34,647,34,22,417,22,26,575,26,6,177,6,33,689,33,,,,,,,29,468,29,21,335,21,25,332,25,46,749,46
48723,,,,KSST Vysočina,,,,,,,,,,,,,,,1165,,,,,,,,,,,,,,,13673,,,,,,,,,,,,,,,1165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48724,,,,KSST Vysočina,KSST Vysočina,KSST Vysočina,,,,,,,,,,,,,1211,1178,1216,,,,,,,,,,,,,14065,14135,14707,,,,,,,,,,,,,1211,1178,1216,,,,,,,,,,,,,,,,,,,617,6833,617,719,8105,719,,,,,,,,,,,,,,,,,,,,,,,,,,,
48726,,,,KSST Vysočina,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,1030,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48727,,,,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,KSST Vysočina,KSST Vysočina,,,,,,,,34,38,34,38,35,,10,40,,,,,,,,266,300,790,849,793,,461,761,,,,,,,,11,12,34,38,35,,10,40,,,,,,,,,,,,,,42,318,12,15,265,15,42,787,42,14,319,14,,,,,,,10,380,10,,,,,,,,,,,,
48728,,,,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,,,31,33,28,28,25,24,,24,30,31,27,27,,,,189,205,192,196,617,584,,461,479,522,475,532,,,,7,8,7,6,25,24,,24,30,31,27,27,,,,,,,,,,38,254,10,4,66,3,30,263,10,12,302,12,12,231,12,,,,,,,30,494,30,31,584,31,18,231,18,49,773,49
48729,,,,KSST Vysočina,KSST Vysočina,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,,,,667,753,535,448,582,452,,579,485,472,521,447,,,,9034,9897,8559,7522,8981,7249,,8558,7436,7378,7585,6527,,,,667,753,535,448,582,452,,579,485,472,521,447,,,,,,,,,,991,11496,991,82,1115,82,171,2478,171,947,13423,947,85,1241,85,,,,,,,141,2214,141,500,6574,500,688,8949,688,146,2156,146
48730,,,,KSST Vysočina,KSST Vysočina,KSST Vysočina,,,,,,,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,,,,259,374,286,,,,,,,383,378,375,,,,4076,5673,4512,,,,,,,6411,5896,5747,,,,259,374,286,,,,,,,383,378,375,,,,,,,,,,1105,12762,1105,119,1382,119,,,,,,,,,,,,,,,,,,,,,,336,4323,336,443,5946,443
48731,,,,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,,,543,567,554,465,553,461,93,456,485,419,401,452,,,,7728,8127,7931,6953,8084,6960,4404,6886,7270,6627,6173,6797,,,,543,567,554,465,553,461,93,456,485,419,401,452,,,,,,,,,,831,9338,831,453,4901,453,217,2548,217,1032,12907,1032,200,2466,200,174,6056,174,108,3328,108,767,9776,767,276,3465,276,367,4503,367,914,11060,914
48734,,,,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,,,488,721,646,664,529,526,102,546,448,448,492,447,,,,496,704,873,907,7832,7687,4666,8048,6919,6956,7381,6713,,,,42,56,71,74,529,526,102,546,448,448,492,447,,,,,,,,,,1127,1526,147,270,874,86,787,1549,137,119,1478,119,626,7431,626,155,5219,155,143,5110,143,179,2365,179,567,6964,567,798,10058,798,328,3547,328
48735,,,,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,,,388,278,347,297,275,293,,336,320,343,343,282,,,,407,323,523,489,4513,4934,,5422,5145,5526,5321,4423,,,,30,18,39,36,275,293,,336,320,343,343,282,,,,,,,,,,92,511,46,1055,1795,174,306,953,88,403,5061,403,844,10698,844,,,,,,,414,5408,414,749,9454,749,471,5779,471,208,2262,208
48737,,,,,,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,,,,,,1744,1585,1436,,1229,1394,1410,1366,1359,,,,,,,13693,12497,11405,,9650,11163,11713,11524,11515,,,,,,,1744,1585,1436,,1229,1394,1410,1366,1359,,,,,,,,,,,,,,,,,,,167,1244,167,261,2098,261,,,,,,,1708,12946,1708,1372,10849,1372,790,6447,790,803,6685,803
48738,,,,,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,,,,,,,835,906,922,861,796,460,740,776,806,,,,,,,12880,14245,14019,13102,12477,6666,11806,12349,12530,,,,,,,835,906,922,861,796,460,740,776,806,,,,,,,,,,,,,,,832,12987,832,271,4026,271,109,1757,109,261,4150,261,445,6617,445,125,1975,125,697,11444,697,550,8675,550,,,,,,
48740,,KSST Karlovarský,KSST Karlovarský,KSST Karlovarský,,,,,,,,,,,,,203,220,206,,,,,,,,,,,,,225,191,488,,,,,,,,,,,,,3,4,9,,,,,,,,,,,,,,,36,89,1,123,464,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48743,,,,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,,,,,44,60,40,29,28,47,40,44,48,78,72,,,,,874,1082,853,553,537,812,722,755,878,1275,1325,,,,,44,60,40,29,28,47,40,44,48,78,72,,,,,,,,,,,404,10169,404,127,2626,127,92,1287,92,366,5827,366,754,12756,754,311,6228,311,107,2224,107,479,8778,479,677,12170,677,405,7541,405,,,
48744,,,,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,,,,,,,,,,,,155,194,165,217,,,,,,,,,,,,2579,3058,2840,3534,,,,,,,,,,,,155,194,165,217,,,,,,,,,,,,,,,,,,404,10169,404,233,4544,233,759,11890,759,,,,,,,,,,,,,,,,,,,,,,,,
48745,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,39,55,108,68,57,60,37,61,33,,69,96,111,104,152,1045,1152,1837,1279,1228,1392,930,1365,722,,1261,1617,1835,1802,2543,39,55,108,68,57,60,37,61,33,,69,96,111,104,152,418,5431,418,667,10006,667,55,795,55,489,5362,489,772,8835,772,117,1356,117,1021,12758,1021,51,651,51,,,,,,,828,10709,828,749,9454,749,549,6576,549,1067,12831,1067
48746,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,KSST Vysočina,KSST Vysočina,,KSST Vysočina,KSST Vysočina,59,121,107,103,,132,83,118,126,,121,182,,223,264,1247,1963,1827,1848,,2331,1713,2034,2068,,2063,2851,,3613,4005,59,121,107,103,,132,83,118,126,,121,182,,223,264,662,8844,662,233,3429,233,289,4164,289,,,,,,,138,1568,138,854,10510,854,648,7724,648,,,,,,,946,12345,946,,,,,,,854,10368,854
48747,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,138,111,148,108,119,103,97,122,169,37,206,156,220,238,197,2187,1824,2301,1883,2174,1950,1870,2133,2627,1778,3231,2513,3612,3790,3107,138,111,148,108,119,103,97,122,169,37,206,156,220,238,197,118,1665,118,563,8690,563,100,1465,100,822,9218,822,385,4154,385,450,5282,450,788,9754,788,949,12021,949,53,1793,53,186,6631,186,170,2214,170,1002,12885,1002,666,8219,666,226,2432,226
48748,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,KSST Vysočina,,KSST Vysočina,KSST Vysočina,KSST Vysočina,427,437,447,540,571,648,570,619,629,,586,,774,852,896,6188,6682,6967,7712,8155,9051,8108,8883,8917,,8671,,10990,11407,11838,427,437,447,540,571,648,570,619,629,,586,,774,852,896,345,4458,345,377,5823,377,353,5048,353,847,9574,847,946,10876,946,231,2757,231,937,11750,937,721,8836,721,,,,,,,,,,,,,858,10888,858,845,10241,845
48749,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,KSST Vysočina,KSST Vysočina,,,,21,19,33,60,48,53,22,37,50,,59,83,,,,602,614,845,1175,980,1280,651,817,1024,,1121,1426,,,,21,19,33,60,48,53,22,37,50,,59,83,,,,326,4258,326,570,8826,570,624,9350,624,323,3412,323,955,10971,955,37,530,37,872,10761,872,844,10698,844,,,,,,,828,10709,828,,,,,,,,,
48750,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,KSST Vysočina,,,,,161,160,197,158,97,143,164,176,232,,271,,,,,191,180,301,279,1874,2478,2782,2901,3785,,4309,,,,,7,8,20,16,97,143,164,176,232,,271,,,,,280,564,38,535,1309,86,107,573,34,138,1621,138,1007,11680,1007,823,9632,823,623,7685,623,1040,13095,1040,,,,,,,,,,,,,,,,,,
48755,KSST Vysočina,KSST Vysočina,,,,,,,,,,,,,,555,560,,,,,,,,,,,,,,652,663,,,,,,,,,,,,,,46,44,,,,,,,,,,,,,,353,666,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
