ID,2013 Pořadí skokani,2013 Pořadí skokani kraj,2013 Pořadí skokani kategorie,2013 Pořadí skokani kraj kategorie,2014 Pořadí skokani,2014 Pořadí skokani kraj,2014 Pořadí skokani kategorie,2014 Pořadí skokani kraj kategorie,2015 Pořadí skokani,2015 Pořadí skokani kraj,2015 Pořadí skokani kategorie,2015 Pořadí skokani kraj kategorie,2016 Pořadí skokani,2016 Pořadí skokani kraj,2016 Pořadí skokani kategorie,2016 Pořadí skokani kraj kategorie,2017 Pořadí skokani,2017 Pořadí skokani kraj,2017 Pořadí skokani kategorie,2017 Pořadí skokani kraj kategorie,2018 Pořadí skokani,2018 Pořadí skokani kraj,2018 Pořadí skokani kategorie,2018 Pořadí skokani kraj kategorie,2019 Pořadí skokani,2019 Pořadí skokani kraj,2019 Pořadí skokani kategorie,2019 Pořadí skokani kraj kategorie,2020 Pořadí skokani,2020 Pořadí skokani kraj,2020 Pořadí skokani kategorie,2020 Pořadí skokani kraj kategorie,2021 Pořadí skokani,2021 Pořadí skokani kraj,2021 Pořadí skokani kategorie,2021 Pořadí skokani kraj kategorie,2022 Pořadí skokani,2022 Pořadí skokani kraj,2022 Pořadí skokani kategorie,2022 Pořadí skokani kraj kategorie,2023 Pořadí skokani,2023 Pořadí skokani kraj,2023 Pořadí skokani kategorie,2023 Pořadí skokani kraj kategorie,2024 Pořadí skokani,2024 Pořadí skokani kraj,2024 Pořadí skokani kategorie,2024 Pořadí skokani kraj kategorie,2025 Pořadí skokani,2025 Pořadí skokani kraj,2025 Pořadí skokani kategorie,2025 Pořadí skokani kraj kategorie,2026 Pořadí skokani,2026 Pořadí skokani kraj,2026 Pořadí skokani kategorie,2026 Pořadí skokani kraj kategorie
10395,,,,,140,11,140,11,1516,94,1516,94,387,18,387,18,884,49,884,49,1710,93,1710,93,387,25,387,25,817,49,817,49,,,,,,,,,876,46,876,46,2179,134,2179,134,1091,67,1091,67,1989,125,1989,125
46234,,,,,145,12,50,5,785,69,785,69,68,5,68,5,135,13,135,13,1710,124,1710,124,844,74,844,74,173,13,173,13,1641,149,1641,149,1230,111,1230,111,344,26,344,26,774,49,774,49,1363,113,1363,113,,,,
36795,,,,,150,13,150,13,938,81,938,81,374,32,374,32,,,,,,,,,1306,103,1306,103,1219,97,1219,97,532,56,532,56,1219,107,1219,107,1756,138,1756,138,,,,,,,,,,,,
18193,,,,,150,28,150,28,1440,217,1440,217,1163,152,1163,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36380,,,,,154,7,154,7,585,33,585,33,1659,92,1659,92,1088,78,1088,78,95,3,95,3,1484,92,1484,92,,,,,,,,,1230,81,1230,81,876,50,876,50,,,,,,,,,,,,
32889,,,,,161,8,161,8,,,,,,,,,,,,,1068,72,1068,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26827,,,,,161,19,161,19,,,,,,,,,494,64,494,64,1298,181,1298,181,1306,190,1306,190,353,54,353,54,1198,188,1198,188,339,42,339,42,1417,192,1417,192,1141,138,1141,138,1807,243,1807,243,643,75,643,75
60040,,,,,161,21,161,21,603,57,603,57,189,19,189,19,1238,119,1238,119,1068,109,1068,109,1219,134,1219,134,1767,178,1767,178,1198,127,1198,127,717,94,717,94,722,85,722,85,230,33,230,33,806,84,806,84,177,19,177,19
14728,,,,,172,8,172,8,1453,88,1453,88,483,23,483,23,1119,80,1119,80,102,4,102,4,1484,92,1484,92,588,39,588,39,1518,88,1518,88,562,34,562,34,246,14,246,14,1445,81,1445,81,1620,112,1620,112,2195,165,2195,165
44569,,,,,172,34,172,34,1401,211,1401,211,208,27,208,27,1175,174,1175,174,380,51,380,51,1719,214,1719,214,994,127,994,127,1198,142,1198,142,673,83,673,83,1019,135,1019,135,1641,193,1641,193,,,,,,,,
3914,,,,,179,36,179,36,805,113,805,113,1666,230,1666,230,1573,228,1573,228,,,,,,,,,,,,,,,,,,,,,1756,215,1756,215,1614,190,1614,190,2325,282,2325,282,,,,
46956,,,,,186,4,49,4,1471,30,157,10,1361,85,158,13,1088,62,1088,62,,,,,,,,,,,,,,,,,91,7,91,7,1972,119,1972,119,1011,70,1011,70,1421,83,1421,83,785,40,785,40
13281,,,,,186,4,186,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2218,268,2218,268,1858,223,1858,223,2477,129,2477,129,785,43,785,43
44735,,,,,186,37,10,3,1,1,1,1,666,87,50,12,216,34,60,16,228,35,66,16,1984,245,220,45,1899,241,222,40,,,,,,,,,,,,,,,,,,,,,,,,
31016,,,,,197,38,197,38,690,104,690,104,528,71,528,71,677,105,677,105,1357,173,1357,173,1059,133,1059,133,797,102,797,102,933,109,933,109,1524,183,1524,183,1654,208,1654,208,1096,140,1096,140,2039,240,2039,240,999,120,999,120
31970,,,,,203,26,203,26,1076,145,1076,145,1398,164,1398,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43804,,,,,203,16,203,16,1553,94,1553,94,,,,,900,49,900,49,1042,49,1042,49,463,29,463,29,841,44,841,44,1502,74,1502,74,1149,57,1149,57,2137,126,2137,126,928,45,928,45,423,23,423,23,2315,116,2315,116
11099,,,,,210,25,210,25,603,57,603,57,681,64,681,64,846,79,846,79,1921,198,1921,198,962,101,962,101,2073,207,2073,207,,,,,,,,,,,,,,,,,,,,,,,,
28221,,,,,210,6,210,6,485,10,485,10,1574,99,1574,99,494,34,494,34,359,25,359,25,653,46,653,46,499,35,499,35,282,14,282,14,312,14,312,14,1645,104,1645,104,1563,107,1563,107,,,,,,,,
7778,,,,,216,29,216,29,556,75,556,75,1747,215,1747,215,1525,186,1525,186,,,,,226,20,226,20,1219,134,1219,134,1368,172,1368,172,1419,177,1419,177,,,,,,,,,830,90,830,90,,,,
32256,,,,,221,24,221,24,743,110,743,110,973,132,973,132,795,103,795,103,1004,141,1004,141,1820,258,1820,258,1678,241,1678,241,173,29,173,29,478,56,478,56,158,21,158,21,1141,138,1141,138,1896,257,1896,257,1266,163,1266,163
37605,,,,,221,24,221,24,917,130,917,130,189,26,189,26,1449,189,1449,189,1042,148,1042,148,1629,226,1629,226,,,,,,,,,,,,,,,,,,,,,1514,197,1514,197,999,128,999,128
20167,,,,,231,10,231,10,603,25,603,25,547,25,547,25,1328,57,1328,57,1622,73,1622,73,432,26,432,26,1919,95,1919,95,1394,65,1394,65,785,41,785,41,571,33,571,33,1173,64,1173,64,621,33,621,33,1518,88,1518,88
48205,,,,,249,14,249,14,363,29,363,29,1349,190,1349,190,1218,65,1218,65,1826,92,1826,92,1750,95,1750,95,611,33,611,33,,,,,,,,,1417,85,1417,85,29,1,29,1,257,11,257,11,1989,94,1989,94
47835,,,,,249,30,249,30,1512,218,1512,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8603,,,,,277,33,277,33,430,65,430,65,604,74,604,74,1573,205,1573,205,816,119,816,119,1663,231,1663,231,566,77,566,77,1198,188,1198,188,1017,157,1017,157,605,81,605,81,1141,138,1141,138,1826,248,1826,248,2419,319,2419,319
17964,,,,,277,42,277,42,254,37,254,37,1715,210,1715,210,168,24,168,24,1932,233,1932,233,978,115,978,115,243,24,243,24,,,,,,,,,590,60,590,60,636,72,636,72,1708,186,1708,186,1301,137,1301,137
3222,,,,,281,48,281,48,722,108,722,108,782,100,782,100,1401,202,1401,202,1166,146,1166,146,1306,158,1306,158,1819,226,1819,226,400,50,400,50,1653,200,1653,200,767,102,767,102,359,43,359,43,1558,173,1558,173,2348,283,2348,283
31698,,,,,309,52,309,52,275,43,275,43,1398,188,1398,188,534,82,534,82,1298,161,1298,161,1019,125,1019,125,972,121,972,121,,,,,,,,,968,127,968,127,428,53,428,53,2125,254,2125,254,2048,246,2048,246
55643,,,,,309,37,309,37,404,39,404,39,879,86,879,86,1194,115,1194,115,315,36,315,36,1917,185,1917,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19422,,,,,320,15,320,15,,,,,,,,,,,,,,,,,,,,,,,,,304,36,304,36,1028,126,1028,126,571,25,571,25,170,8,170,8,,,,,,,,
41763,,,,,5,1,2,1,37,7,11,3,59,9,13,2,,,,,30,4,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19644,,,,,330,16,330,16,585,23,585,23,1382,62,1382,62,607,28,607,28,1548,66,1548,66,1107,51,1107,51,955,46,955,46,1344,63,1344,63,,,,,,,,,,,,,,,,,,,,
12681,,,,,341,57,341,57,,,,,,,,,1689,243,1689,243,838,99,838,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56379,,,,,341,46,341,46,556,85,556,85,1034,143,1034,143,1132,142,1132,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3344,,,,,341,17,341,17,275,14,275,14,1451,79,1451,79,979,69,979,69,1100,71,1100,71,1613,107,1613,107,1657,103,1657,103,856,49,856,49,1609,101,1609,101,,,,,,,,,,,,,,,,
11475,,,,,341,46,341,46,938,133,938,133,1219,171,1219,171,1328,170,1328,170,359,60,359,60,1524,214,1524,214,1378,197,1378,197,,,,,,,,,741,106,741,106,1580,206,1580,206,2125,277,2125,277,1849,249,1849,249
5490,,,,,371,7,371,7,995,33,995,33,311,28,311,28,1132,59,1132,59,424,26,424,26,1719,170,1719,170,1378,133,1378,133,,,,,,,,,1508,160,1508,160,1224,126,1224,126,596,63,596,63,1160,124,1160,124
10568,,,,,371,41,371,41,430,44,430,44,289,26,289,26,,,,,,,,,,,,,1295,125,1295,125,,,,,,,,,283,36,283,36,159,24,159,24,1461,153,1461,153,1913,196,1913,196
45327,,,,,371,16,371,16,389,13,389,13,737,26,737,26,1555,72,1555,72,1760,79,1760,79,1001,42,1001,42,1657,65,1657,65,304,18,304,18,1000,32,1000,32,621,16,621,16,1279,52,1279,52,1027,42,1027,42,2315,86,2315,86
49751,,,,,381,56,381,56,495,67,495,67,152,24,152,24,1483,178,1483,178,187,15,187,15,1386,172,1386,172,2019,234,2019,234,,,,,,,,,423,45,423,45,1533,177,1533,177,1363,140,1363,140,1039,115,1039,115
19645,,,,,381,20,381,20,459,20,459,20,1126,44,1126,44,,,,,,,,,1386,57,1386,57,740,39,740,39,893,47,893,47,1017,51,1017,51,3,1,3,1,1705,87,1705,87,1326,80,1326,80,1383,81,1383,81
51389,,,,,381,64,11,4,22,6,6,4,15,3,9,2,934,134,57,18,485,60,97,21,273,35,86,20,287,41,96,20,1674,213,208,42,1592,193,1592,193,590,79,590,79,1975,236,1975,236,,,,,,,,
58144,,,,,395,68,395,68,995,136,995,136,1574,212,1574,212,340,50,340,50,1870,246,1870,246,1863,232,1863,232,886,113,886,113,1104,130,1104,130,381,54,381,54,1339,174,1339,174,820,100,820,100,2050,241,2050,241,,,,
40878,,,,,405,18,405,18,417,16,417,16,189,7,189,7,230,15,230,15,1870,82,1870,82,509,25,509,25,516,25,516,25,436,24,436,24,448,18,448,18,590,15,590,15,1069,43,1069,43,985,39,985,39,549,19,549,19
5181,,,,,405,21,405,21,254,9,254,9,737,35,737,35,1773,83,1773,83,692,31,692,31,1796,80,1796,80,1617,81,1617,81,,,,,,,,,1537,77,1537,77,1533,79,1533,79,686,40,686,40,2069,106,2069,106
11134,,,,,405,21,405,21,179,15,179,15,681,38,681,38,647,32,647,32,880,55,880,55,755,42,755,42,1975,123,1975,123,,,,,,,,,1267,76,1267,76,120,6,120,6,2490,149,2490,149,1094,69,1094,69
60332,,,,,8,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9233,,,,,415,58,415,58,1345,185,1345,185,666,82,666,82,356,45,356,45,1357,168,1357,168,1107,132,1107,132,462,46,462,46,1311,162,1311,162,627,68,627,68,1756,218,1756,218,1899,232,1899,232,1807,199,1807,199,330,38,330,38
14830,,,,,415,72,415,72,1153,170,1153,170,1398,188,1398,188,,,,,1508,192,1508,192,1719,214,1719,214,1272,157,1272,157,,,,,,,,,,,,,,,,,,,,,,,,
45134,,,,,415,19,415,19,1222,53,1222,53,,,,,,,,,150,7,150,7,1820,84,1820,84,1122,47,1122,47,,,,,,,,,,,,,,,,,,,,,,,,
57246,,,,,8,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18157,,,,,431,28,431,28,766,42,766,42,547,31,547,31,1254,68,1254,68,901,42,901,42,1151,66,1151,66,1219,60,1219,60,,,,,,,,,,,,,,,,,,,,,,,,
11243,,,,,431,48,431,48,459,45,459,45,1597,146,1597,146,979,94,979,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36869,,,,,431,23,431,23,539,39,539,39,434,21,434,21,106,5,106,5,1678,92,1678,92,1107,69,1107,69,1705,103,1705,103,,,,,,,,,,,,,,,,,,,,,,,,
26376,,,,,431,20,431,20,1453,70,1453,70,,,,,,,,,284,17,284,17,181,13,181,13,1078,51,1078,51,1603,82,1603,82,1167,58,1167,58,637,27,637,27,1787,101,1787,101,444,30,444,30,740,55,740,55
31951,,,,,457,64,457,64,,,,,,,,,,,,,,,,,2060,263,2060,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34084,,,,,457,25,457,25,917,44,917,44,48,2,48,2,1843,85,1843,85,1826,83,1826,83,308,19,308,19,1044,51,1044,51,1223,58,1223,58,155,10,155,10,1196,58,1196,58,258,9,258,9,2101,116,2101,116,827,45,827,45
39419,,,,,457,9,65,5,1091,23,89,6,1361,85,158,13,1157,68,148,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14186,,,,,473,65,473,65,9,2,9,2,1469,205,1469,205,1385,178,1385,178,434,72,434,72,1764,246,1764,246,1328,192,1328,192,703,107,703,107,350,20,350,20,2271,138,2271,138,276,19,276,19,2467,148,2467,148,1827,110,1827,110
57974,,,,,473,81,473,81,524,79,524,79,795,102,795,102,1660,239,1660,239,1396,179,1396,179,1367,167,1367,167,121,20,121,20,330,42,330,42,,,,,,,,,,,,,,,,,,,,
14036,,,,,482,27,482,27,869,60,869,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60067,,,,,482,52,482,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36373,,,,,482,69,482,69,1359,187,1359,187,1266,151,1266,151,,,,,,,,,432,59,432,59,1591,228,1591,228,1546,246,1546,246,1125,178,1125,178,2078,271,2078,271,148,24,148,24,1421,187,1421,187,1160,125,1160,125
16541,,,,,482,30,482,30,1029,59,1029,59,,,,,,,,,1548,80,1548,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45774,,,,,495,55,37,8,24,5,16,4,1603,148,116,16,494,42,102,15,1954,143,206,17,1524,118,1524,118,1975,153,1975,153,1412,128,1412,128,,,,,,,,,,,,,,,,,,,,
346,,,,,13,5,4,3,28,7,10,2,44,15,8,4,7,4,4,3,73,23,24,8,46,15,46,15,26,10,26,10,14,5,14,5,56,8,56,8,90,15,90,15,87,16,87,16,83,2,83,2,49,1,49,1
39751,,,,,495,70,495,70,1054,142,1054,142,706,88,706,88,1157,138,1157,138,1603,200,1603,200,1750,226,1750,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10032,,,,,514,34,514,34,1531,91,1531,91,795,45,795,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38295,,,,,514,23,67,1,84,3,34,1,1639,77,172,10,518,18,105,6,517,30,517,30,1945,93,1945,93,686,33,686,33,304,17,304,17,1387,71,1387,71,114,8,114,8,529,30,529,30,931,58,931,58,2229,141,2229,141
45809,,,,,514,57,514,57,1480,152,1480,152,,,,,1497,143,1497,143,485,50,485,50,1550,157,1550,157,1529,150,1529,150,243,31,243,31,691,91,691,91,1063,117,1063,117,248,37,248,37,2200,221,2200,221,928,101,928,101
12616,,,,,514,71,514,71,917,130,917,130,1206,167,1206,167,715,86,715,86,1042,148,1042,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47181,,,,,531,86,12,5,127,20,28,11,1666,230,61,17,272,40,66,17,1480,189,138,29,1401,171,189,36,1249,154,185,34,59,14,59,14,1620,196,1620,196,19,3,19,3,276,32,276,32,1708,197,1708,197,1237,153,1237,153
47033,,,,,531,11,531,11,1432,28,1432,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529,40,529,40,2389,142,2389,142,539,25,539,25
59131,,,,,531,86,531,86,705,68,705,68,521,46,521,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6719,,,,,531,73,531,73,836,120,836,120,273,35,273,35,534,67,534,67,1557,227,1557,227,1700,239,1700,239,516,71,516,71,626,93,626,93,317,38,317,38,2271,301,2271,301,1279,163,1279,163,1732,231,1732,231,1237,162,1237,162
31866,,,,,531,35,531,35,917,54,917,54,1574,89,1574,89,956,51,956,51,276,12,276,12,408,25,408,25,994,49,994,49,,,,,,,,,,,,,,,,,,,,,,,,
18637,,,,,548,80,548,80,585,79,585,79,,,,,,,,,,,,,,,,,,,,,999,116,999,116,1167,142,1167,142,,,,,,,,,,,,,,,,
37650,,,,,548,80,548,80,,,,,,,,,,,,,103,4,103,4,1367,167,1367,167,1392,153,1392,153,1198,141,1198,141,1561,198,1561,198,1169,140,1169,140,1423,162,1423,162,372,45,372,45,503,57,503,57
15734,,,,,548,62,548,62,,,,,,,,,479,40,479,40,1571,169,1571,169,181,18,181,18,2045,204,2045,204,1576,168,1576,168,1609,183,1609,183,,,,,,,,,,,,,,,,
13592,,,,,563,94,563,94,1178,174,1178,174,563,77,563,77,1311,191,1311,191,1747,228,1747,228,899,107,899,107,,,,,,,,,1167,140,1167,140,1087,145,1087,145,1118,142,1118,142,1539,170,1539,170,1801,211,1801,211
9179,,,,,563,30,563,30,117,8,117,8,1206,62,1206,62,795,43,795,43,1932,110,1932,110,1367,78,1367,78,1392,86,1392,86,,,,,,,,,,,,,,,,,,,,,,,,
17086,,,,,563,76,563,76,1091,157,1091,157,957,128,957,128,884,114,884,114,1424,203,1424,203,1663,231,1663,231,,,,,,,,,,,,,,,,,2207,290,2207,290,1207,153,1207,153,1094,140,1094,140
46629,,,,,563,94,563,94,389,57,389,57,1126,149,1126,149,1119,164,1119,164,959,118,959,118,698,88,698,88,2094,264,2094,264,282,35,282,35,1500,182,1500,182,1367,177,1367,177,,,,,1461,153,1461,153,2033,244,2033,244
54761,,,,,563,94,563,94,112,19,112,19,1761,248,1761,248,,,,,,,,,,,,,112,19,112,19,349,44,349,44,1432,175,1432,175,13,1,13,1,566,74,566,74,1489,161,1489,161,1204,149,1204,149
28376,,,,,579,33,579,33,901,61,901,61,528,26,528,26,1132,59,1132,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28082,,,,,590,81,590,81,743,110,743,110,973,132,973,132,562,69,562,69,222,36,222,36,1937,277,1937,277,2148,115,2148,115,626,25,626,25,1550,79,1550,79,189,10,189,10,1224,68,1224,68,2224,121,2224,121,1728,78,1728,78
57931,,,,,590,38,590,38,505,27,505,27,1034,61,1034,61,366,21,366,21,434,17,434,17,,,,,,,,,,,,,,,,,1484,90,1484,90,621,33,621,33,336,15,336,15,2048,98,2048,98
36363,,,,,590,38,91,5,112,7,47,4,1633,92,1633,92,821,45,821,45,187,7,187,7,141,8,141,8,1985,103,1985,103,106,7,106,7,1284,63,1284,63,1972,117,1972,117,597,31,597,31,415,22,415,22,527,23,527,23
58973,,,,,590,44,590,44,1446,116,1446,116,1633,127,1633,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5437,,,,,605,64,605,64,80,13,80,13,578,51,578,51,1311,128,1311,128,838,80,838,80,1260,135,1260,135,1678,168,1678,168,1576,168,1576,168,,,,,,,,,,,,,,,,,,,,
50850,,,,,605,84,605,84,976,140,976,140,1322,186,1322,186,736,92,736,92,,,,,,,,,166,23,166,23,1433,224,1433,224,1471,223,1471,223,555,74,555,74,1956,256,1956,256,322,39,322,39,2242,293,2242,293
50073,,,,,605,89,605,89,524,71,524,71,528,68,528,68,755,97,755,97,501,58,501,58,1081,127,1081,127,1219,134,1219,134,532,60,532,60,925,98,925,98,941,109,941,109,1445,167,1445,167,1644,175,1644,175,1518,162,1518,162
37488,,,,,605,84,92,10,45,7,29,2,990,138,990,138,631,78,631,78,661,98,661,98,541,72,541,72,1553,223,1553,223,1070,170,1070,170,657,89,657,89,1267,175,1267,175,566,70,566,70,1708,224,1708,224,410,56,410,56
707,,,,,627,103,627,103,150,23,150,23,434,53,434,53,920,132,920,132,1961,252,1961,252,1219,149,1219,149,1459,185,1459,185,,,,,,,,,1832,225,1832,225,,,,,,,,,,,,
3431,,,,,627,42,627,42,836,47,836,47,1089,68,1089,68,607,35,607,35,541,26,541,26,844,52,844,52,659,34,659,34,1311,64,1311,64,771,41,771,41,1735,105,1735,105,689,35,689,35,314,13,314,13,1801,85,1801,85
41048,,,,,642,68,642,68,1241,126,1241,126,234,35,234,35,1175,140,1175,140,269,25,269,25,1151,142,1151,142,2038,203,2038,203,,,,,,,,,,,,,,,,,,,,,,,,
20035,,,,,642,96,642,96,472,64,472,64,1546,192,1546,192,1873,229,1873,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6808,,,,,642,49,642,49,377,36,377,36,497,41,497,41,442,35,442,35,1357,94,1357,94,2035,157,2035,157,353,27,353,27,1368,120,1368,120,760,70,760,70,1392,109,1392,109,1533,106,1533,106,1896,144,1896,144,590,44,590,44
19329,,,,,657,37,657,37,585,43,585,43,1266,67,1266,67,1633,88,1633,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58236,,,,,18,8,18,8,59,16,59,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6334,,,,,657,38,657,38,,,,,,,,,,,,,1747,94,1747,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4316,,,,,670,38,670,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12526,,,,,670,99,670,99,1471,209,1471,209,,,,,809,106,809,106,1461,210,1461,210,670,92,670,92,1975,275,1975,275,,,,,913,136,913,136,1196,163,1196,163,1011,119,1011,119,931,122,931,122,323,46,323,46
5358,,,,,684,30,684,30,1091,47,1091,47,1695,80,1695,80,,,,,,,,,2091,108,2091,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35478,,,,,21,3,21,3,13,1,13,1,2,1,2,1,36,4,36,4,9,3,9,3,68,8,68,8,60,8,60,8,70,9,70,9,54,7,54,7,,,,,,,,,62,7,62,7,68,7,68,7
16453,,,,,699,110,699,110,1120,162,1120,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60369,,,,,699,103,699,103,195,29,195,29,879,114,879,114,1401,182,1401,182,1760,250,1760,250,653,88,653,88,1295,184,1295,184,,,,,,,,,,,,,,,,,,,,,,,,
3510,,,,,699,33,699,33,743,31,743,31,825,37,825,37,1470,64,1470,64,1140,53,1140,53,1219,53,1219,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14102,,,,,22,3,22,3,32,3,32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17214,,,,,699,103,699,103,1120,160,1120,160,1349,190,1349,190,,,,,1166,159,1166,159,,,,,,,,,,,,,,,,,,,,,,,,,877,116,877,116,1827,242,1827,242
33408,,,,,715,40,715,40,743,53,743,53,1219,64,1219,64,1434,71,1434,71,117,6,117,6,1423,81,1423,81,1295,83,1295,83,,,,,,,,,1299,78,1299,78,962,68,962,68,1675,102,1675,102,1753,110,1753,110
4514,,,,,715,107,715,107,571,88,571,88,31,5,31,5,1793,239,1793,239,222,36,222,36,286,39,286,39,955,142,955,142,,,,,,,,,1392,188,1392,188,1141,138,1141,138,1868,255,1868,255,892,115,892,115
45982,,,,,715,32,715,32,617,28,617,28,1528,70,1528,70,,,,,228,12,228,12,1328,60,1328,60,1867,97,1867,97,,,,,,,,,,,,,,,,,,,,,,,,
59263,,,,,23,10,23,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34446,,,,,739,45,739,45,690,41,690,41,973,57,973,57,159,8,159,8,575,32,575,32,1574,102,1574,102,166,13,166,13,1126,73,1126,73,1260,83,1260,83,2078,125,2078,125,1502,86,1502,86,1708,116,1708,116,136,7,136,7
35776,,,,,754,58,754,58,1449,118,1449,118,1034,79,1034,79,505,43,505,43,1891,139,1891,139,,,,,,,,,,,,,1387,128,1387,128,1735,136,1735,136,,,,,,,,,,,,
10417,,,,,754,35,754,35,2,1,2,1,240,15,240,15,518,29,518,29,914,129,914,129,1856,263,1856,263,428,60,428,60,1344,212,1344,212,1500,229,1500,229,1461,198,1461,198,1705,225,1705,225,1002,128,1002,128,1328,169,1328,169
59130,,,,,754,119,754,119,1334,137,1334,137,1266,122,1266,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58191,,,,,767,80,767,80,556,40,556,40,1183,60,1183,60,1001,147,1001,147,1068,127,1068,127,,,,,,,,,,,,,,,,,1461,189,1461,189,1674,199,1674,199,1292,134,1292,134,,,,
58879,,,,,767,80,767,80,404,39,404,39,648,60,648,60,1218,118,1218,118,1710,181,1710,181,755,87,755,87,1657,167,1657,167,,,,,,,,,462,54,462,54,1641,164,1641,164,,,,,,,,
15527,,,,,767,59,767,59,852,73,852,73,85,7,85,7,900,70,900,70,940,65,940,65,1550,121,1550,121,486,41,486,41,1282,108,1282,108,913,85,913,85,485,39,485,39,1787,133,1787,133,2152,165,2152,165,1849,116,1849,116
2672,,,,,767,80,767,80,571,54,571,54,1089,111,1089,111,934,89,934,89,1710,181,1710,181,,,,,1885,189,1885,189,436,48,436,48,627,79,627,79,2211,233,2211,233,,,,,1390,145,1390,145,1801,186,1801,186
14764,,,,,767,121,767,121,1153,170,1153,170,412,51,412,51,1017,151,1017,151,315,41,315,41,1484,187,1484,187,2110,267,2110,267,349,44,349,44,531,66,531,66,650,86,650,86,2238,274,2238,274,2245,268,2245,268,,,,
35804,,,,,783,84,783,84,1359,141,1359,141,,,,,1157,112,1157,112,838,80,838,80,1796,178,1796,178,1789,181,1789,181,,,,,,,,,,,,,,,,,,,,,,,,
4611,,,,,783,126,783,126,45,7,45,7,1564,211,1564,211,773,117,773,117,1068,127,1068,127,755,94,755,94,2163,272,2163,272,893,104,893,104,1125,133,1125,133,2173,263,2173,263,1043,129,1043,129,2125,254,2125,254,,,,
48655,,,,,783,126,783,126,397,60,397,60,737,94,737,94,979,140,979,140,1688,222,1688,222,1909,237,1909,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45344,,,,,811,17,811,17,836,26,836,26,152,16,152,16,272,35,272,35,1441,176,1441,176,1613,203,1613,203,287,27,287,27,626,73,626,73,1681,213,1681,213,1227,145,1227,145,597,68,597,68,1997,222,1997,222,892,95,892,95
587,,,,,811,64,811,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3562,,,,,811,87,811,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51637,,,,,811,44,811,44,404,32,404,32,1650,88,1650,88,1548,79,1548,79,,,,,,,,,,,,,,,,,,,,,1918,112,1918,112,,,,,,,,,,,,
15133,,,,,811,51,811,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43640,,,,,826,132,826,132,1222,183,1222,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
