ID,2012 pořadí kategorie,2013 pořadí kategorie,2014 pořadí kategorie,2015 pořadí kategorie,2016 pořadí kategorie,2017 pořadí kategorie,2018 pořadí kategorie,2019 pořadí kategorie,2020 pořadí kategorie,2021 pořadí kategorie,2022 pořadí kategorie,2023 pořadí kategorie,2024 pořadí kategorie,2025 pořadí kategorie,2026 pořadí kategorie,2013 Pořadí skokani kategorie,2014 Pořadí skokani kategorie,2015 Pořadí skokani kategorie,2016 Pořadí skokani kategorie,2017 Pořadí skokani kategorie,2018 Pořadí skokani kategorie,2019 Pořadí skokani kategorie,2020 Pořadí skokani kategorie,2021 Pořadí skokani kategorie,2022 Pořadí skokani kategorie,2023 Pořadí skokani kategorie,2024 Pořadí skokani kategorie,2025 Pořadí skokani kategorie,2026 Pořadí skokani kategorie
67890,,,,,184,190,285,184,,,,,,,,,,,,204,124,195,,,,,,,
67891,,,,,,,116,333,182,222,310,444,,,,,,,,,,,,239,132,248,,,
67898,,,,,263,420,337,,,,,,,,,,,,,443,499,,,,,,,,
67899,,,,,,,25,83,56,,154,275,302,423,475,,,,,,,94,80,,,384,632,569,1074
67900,,,,,531,1152,999,,,,,,,,,,,,,,,,,,,,,,
67901,,,,,684,357,422,288,453,,439,377,,,,,,,,87,212,212,969,,,825,,,
67904,,,,,221,480,326,356,381,,484,654,520,,,,,,,340,258,78,860,,,782,564,,
67906,,,,,557,892,472,696,,,,,,,,,,,,,89,538,,,,,,,
67907,,,,,,,,,114,165,,,,,,,,,,,,,,221,,,,,
67908,,,,,629,,,,,,,,,,,,,,,,,,,,,,,,
67909,,,,,613,514,1033,843,1179,506,1232,1189,1390,1087,,,,,,,,,,223,451,799,510,400,
67910,,,,,630,,,,,,,,,,,,,,,,,,,,,,,,
67911,,,,,58,52,52,160,157,,225,263,263,331,378,,,,,,,,,,,,,,
67915,,,,,,,635,900,,,,,,,,,,,,,,602,,,,,,,
67916,,,,,,518,,,,,,,,,,,,,,,,,,,,,,,
67929,,,,,1002,,1472,1994,1787,,,,,,,,,,,,,,,,,,,,
67930,,,,,434,955,899,1289,1168,,1183,1406,1259,,,,,,,546,559,,699,,,708,624,,
67931,,,,,,,503,871,,,,,,,,,,,,,,866,,,,,,,
67934,,,,,,,239,410,,,,,,,,,,,,,,513,,,,,,,
67937,,,,,,,110,101,129,97,157,154,,,,,,,,,,112,122,89,141,185,,,
67941,,,,,1006,,,,,,,,,,,,,,,,,,,,,,,,
67944,,,,,92,156,,,,,,,,,,,,,,86,,,,,,,,,
67945,,,,,853,,,,,,,,,,,,,,,,,,,,,,,,
67946,,,,,,,189,399,229,277,259,473,444,534,540,,,,,,,299,115,459,149,916,716,618,1125
67953,,,,,,,,,,751,759,707,761,750,,,,,,,,,,,,734,332,1108,
67960,,,,,,,,,,889,1292,,,,,,,,,,,,,,413,,,,
67962,,,,,,,,,,,194,209,,,,,,,,,,,,,,191,,,
67967,,,,,,,,365,409,307,,,,,,,,,,,,,266,724,,,,,
67976,,,,,1355,,,,,,,,,,,,,,,,,,,,,,,,
67980,,,,,,,90,184,153,195,192,315,221,240,178,,,,,,,244,317,314,194,741,287,558,468
67987,,,,,1355,,,,,,,,,,,,,,,,,,,,,,,,
67989,,,,,409,,797,,,,,,,,,,,,,,,,,,,,,,
67991,,,,,1355,,,,,,,,,,,,,,,,,,,,,,,,
67994,,,,,,,1281,1464,1164,,1195,,,,,,,,,,,780,484,,,,,,
67996,,,,,,,1400,,,,,,,,,,,,,,,,,,,,,,
67997,,,,,,241,281,258,286,,,,,,,,,,,,196,148,167,,,,,,
67998,,,,,83,286,202,437,285,304,197,292,219,229,234,,,,,195,103,348,217,223,35,596,368,517,1050
67999,,,,,1293,1270,1719,,,,,,,,,,,,,,,,,,,,,,
68000,,,,,644,1334,1269,,,,,,,,,,,,,,,,,,,,,,
68002,,,,,,,,791,1292,,,,,,,,,,,,,,,,,,,,
68007,,,,,424,317,695,533,1016,,1069,982,1372,1215,,,,,,123,395,365,851,,,690,1084,772,
68008,,,,,,23,100,51,102,57,,,,,,,,,,,101,41,157,211,,,,,
68009,,,,,,32,92,63,,,,,,,,,,,,,49,116,,,,,,,
68012,,,,,,38,20,56,43,66,91,,,,,,,,,,10,37,90,169,141,,,,
68016,,,,,,,645,809,611,,682,,,,,,,,,,,388,450,,,,,,
68021,,,,,824,812,959,887,,,,,,,,,,,,616,356,862,,,,,,,
68023,,,,,1196,,,,,,,,,,,,,,,,,,,,,,,,
68024,,,,,851,512,673,,,,,,,,,,,,,123,404,,,,,,,,
68027,,,,,,,382,,664,,,,,,,,,,,,,,,,,,,,
68029,,,,,654,610,,,,,,,,,,,,,,,,,,,,,,,
68034,,,,,1252,1772,,,,,,,,,,,,,,,,,,,,,,,
68035,,,,,583,488,,950,1501,,,,,2221,,,,,,,,,,,,,,,
68036,,,,,,486,420,849,612,454,311,356,348,395,328,,,,,,,,,85,23,218,802,504,614
68037,,,,,1297,1283,,,,,,,,,,,,,,,,,,,,,,,
68039,,,,,,,191,199,665,,857,,,,,,,,,,,,,,,,,,
68043,,,,,,978,,,,,,,,,,,,,,,,,,,,,,,
68049,,,,,105,336,318,,,,,,,,,,,,,184,173,,,,,,,,
68052,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,
68063,,,,,53,46,,,,,,,,,,,,,,,,,,,,,,,
68070,,,,,99,83,,,,,,,,,,,,,,37,,,,,,,,,
68071,,,,,304,257,471,293,663,,912,,,,,,,,,159,268,206,861,,,,,,
68072,,,,,951,886,1166,1028,1512,,,,,,,,,,,489,578,790,1242,,,,,,
68073,,,,,,486,,,,,,,,,,,,,,,,,,,,,,,
68074,,,,,,800,,,,,,,,,,,,,,,,,,,,,,,
68075,,,,,,96,323,274,,,,,,,,,,,,,169,145,,,,,,,
68076,,,,,1004,963,,,,,,,,,,,,,,562,,,,,,,,,
68078,,,,,717,,,1059,822,,,,,,,,,,,,,,451,,,,,,
68094,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,
68095,,,,,,4,8,6,,17,30,29,69,93,,,,,,,9,11,,,59,102,210,234,
68097,,,,,,,459,,752,317,837,897,,,,,,,,,,,,,,591,,,
68098,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,
68099,,,,,,,,,1019,,,,,,,,,,,,,,,,,,,,
68101,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,
68102,,,,,,,568,706,578,,600,895,772,,,,,,,,,332,599,,,1232,639,,
68108,,,,,69,270,141,217,,264,,,,,,,,,,612,159,130,,,,,,,
68111,,,,,167,150,441,380,827,,,,,,,,,,,,,,,,,,,,
68112,,,,,46,156,133,282,244,268,275,334,251,372,269,,,,,126,118,330,339,214,189,263,382,1129,416
68115,,,,,1721,2161,1976,,,,,,,,,,,,,,,,,,,,,,
68117,,,,,254,503,440,449,281,315,228,259,252,,,,,,,298,477,78,232,248,175,407,1108,,
68119,,,,,1348,,,,1379,892,1455,,,,,,,,,,,,,422,667,,,,
68125,,,,,486,507,845,722,,,,,,,,,,,,616,923,712,,,,,,,
68126,,,,,,,1236,1722,1329,,,,,,,,,,,,,1722,365,,,,,,
68128,,,,,,,243,359,170,209,240,,,,,,,,,,,138,39,361,238,,,,
68130,,,,,,,897,816,654,,,,,,,,,,,,,176,570,,,,,,
68131,,,,,979,,,,,,,,,,,,,,,,,,,,,,,,
68157,,,,,,428,337,517,,,,,,,,,,,,,351,432,,,,,,,
68163,,,,,545,,,,,,,,,,,,,,,,,,,,,,,,
68166,,,,,,466,362,451,432,423,331,,,,,,,,,,442,366,1046,544,174,,,,
68167,,,,,296,639,355,457,,,,,,,,,,,,430,131,207,,,,,,,
68168,,,,,193,196,541,,,,,,,,,,,,,,,,,,,,,,
68171,,,,,1021,840,607,766,,,,,,,,,,,,543,46,1710,,,,,,,
68172,,,,,269,194,440,395,663,,,,,,,,,,,105,376,458,605,,,,,,
68173,,,,,,309,703,,,,,,,,,,,,,,453,,,,,,,,
68327,,,,,287,267,294,268,313,,,,,,,,,,,167,142,156,235,,,,,,
68335,,,,,,159,520,448,876,,958,,,,,,,,,,,,,,,,,,
68336,,,,,,275,226,,,,,,,,,,,,,,,,,,,,,,
68340,,,,,,,11,8,32,14,38,24,17,11,18,,,,,,,3,31,14,24,17,16,78,186
68341,,,,,,,410,,607,,,,,,,,,,,,,,,,,,,,
68344,,,,,932,877,1306,,,,,,,,,,,,,514,949,,,,,,,,
68345,,,,,1185,1149,1617,,,,,,,,,,,,,,,,,,,,,,
68347,,,,,,,,,79,35,98,96,,228,385,,,,,,,,,57,69,239,,,967
68349,,,,,,468,435,239,188,142,,,,,,,,,,,85,115,172,564,,,,,
68350,,,,,,,,,,438,,,,,,,,,,,,,,,,,,,
68352,,,,,412,,,,,,,,,,,,,,,,,,,,,,,,
68353,,,,,,,,229,288,,390,336,497,,,,,,,,,,168,,,642,1128,,
68358,,,,,,,,,19,,50,9,36,22,103,,,,,,,,,,,4,222,228,745
68363,,,,,169,,477,1002,900,,869,878,948,,,,,,,,,,,,,149,939,,
68364,,,,,140,426,,,,,,,,,,,,,,,,,,,,,,,
68365,,,,,113,344,275,623,535,,626,782,723,1059,1218,,,,,171,116,453,339,,,411,627,1317,1425
68370,,,,,90,229,109,173,81,111,68,150,139,,,,,,,286,84,139,188,298,285,1237,1043,,
68390,,,,,655,1365,1316,1926,1885,,,,,,,,,,,,,,,,,,,,
68391,,,,,666,,,,,,,,,,,,,,,,,,,,,,,,
68393,,,,,,1376,,,,,,,,,,,,,,,,,,,,,,,
68399,,,,,374,615,279,291,179,217,178,283,225,,,,,,,185,57,53,315,237,295,1000,769,,
68400,,,,,446,675,344,461,,,,,890,,,,,,,137,90,248,,,,,,,
68406,,,,,2150,,,,,,,,,,,,,,,,,,,,,,,,
68410,,,,,544,,,,,,,,,,,,,,,,,,,,,,,,
68413,,,,,934,,,,,,,,,,,,,,,,,,,,,,,,
68414,,,,,,2853,,,,,,,,,,,,,,,,,,,,,,,
68449,,,,,95,,266,,,,,,269,407,,,,,,,,,,,,,,1193,
68450,,,,,,,,35,21,35,16,45,32,56,53,,,,,,,,82,30,54,504,329,809,956
68452,,,,,,622,,1352,1269,,969,,,,,,,,,,,,,,,,,,
68455,,,,,187,,,,,,,,,,,,,,,,,,,,,,,,
68457,,,,,,403,,739,,,,,,,,,,,,,,,,,,,,,
68458,,,,,,275,,436,,,,,,,,,,,,,,,,,,,,,
68460,,,,,,275,,,,,,,,,,,,,,,,,,,,,,,
68461,,,,,367,368,,,,,,,,,,,,,,,,,,,,,,,
68465,,,,,416,666,678,823,786,640,820,,,,,,,,,690,980,579,1114,364,551,,,,
68466,,,,,39,29,,,,,,,,,,,,,,,,,,,,,,,
68467,,,,,,,,,,,,,1161,1300,1598,,,,,,,,,,,,,1060,853
68473,,,,,193,,,,,,,,,,,,,,,,,,,,,,,,
68488,,,,,,,,,651,,304,276,,,,,,,,,,,,,,230,,,
68498,,,,,,,,148,,,375,346,615,,,,,,,,,,,,,484,960,,
68499,,,,,,,,,11,18,5,17,14,42,27,,,,,,,,,13,2,43,68,169,64
68502,,,,,,,,251,,,,,,,,,,,,,,,,,,,,,
68504,,,,,,,108,57,23,33,12,14,12,27,10,,,,,,,,10,9,8,32,203,538,279
68505,,,,,,1376,1478,1375,1571,771,1453,1497,,,,,,,,,,,,652,328,1174,,,
68506,,,,,,,,,1029,670,1133,1546,1552,2026,2146,,,,,,,,,,,,,,
68507,,,,,,,616,,748,302,897,921,1225,1226,1177,,,,,,,,,,,539,531,879,268
68510,,,,,,,13,61,33,,36,70,85,,151,,,,,,,105,56,,,392,641,,
68520,,,,,,622,,,,,,,,,,,,,,,,,,,,,,,
68527,,,,,45,41,102,122,226,,,,,,,,,,,,,,,,,,,,
68528,,,,,,,,,,,703,589,696,545,,,,,,,,,,,,563,478,460,
68531,,,,,2445,,,,,,,,,,,,,,,,,,,,,,,,
68535,,,,,,6,,15,29,18,38,19,23,25,,,,,,,,,26,13,69,32,101,214,
68537,,,,,,,,,,,,,,469,435,,,,,,,,,,,,,,603
68556,,,,,,33,8,24,,,55,,,,,,,,,,6,22,,,,,,,
68558,,,,,610,1258,,,,,,,,,,,,,,,,,,,,,,,
68559,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,
68560,,,,,1231,1204,,,,,,,,,,,,,,,,,,,,,,,
68562,,,,,,1138,,,,,,,,,,,,,,,,,,,,,,,
68565,,,,,1007,955,1333,756,885,,933,1021,,,,,,,,520,787,95,458,,,1297,,,
68566,,,,,438,276,224,245,198,,300,256,374,390,,,,,,68,11,472,24,,,700,992,1180,
68567,,,,,1232,1706,1637,1851,,,,,,,,,,,,,,,,,,,,,
68568,,,,,,40,42,,,,,,,,,,,,,,27,,,,,,,,
68570,,,,,,499,1114,707,918,427,929,,,,,,,,,,,,319,301,348,,,,
68572,,,,,,794,617,852,,,,,,,,,,,,,356,529,,,,,,,
68573,,,,,,196,,,,,,,,,,,,,,,,,,,,,,,
68574,,,,,,31,86,63,119,,,,,,,,,,,,,,70,,,,,,
68580,,,,,79,,206,422,396,,,,,,,,,,,,,316,378,,,,,,
68581,,,,,,,,,,,207,97,131,80,125,,,,,,,,,,,45,119,284,619
68582,,,,,44,155,119,206,150,,329,,,,,,,,,144,98,159,260,,,,,,
68584,,,,,129,75,100,91,156,,182,229,397,,,,,,,72,36,323,383,,,958,1290,,
68587,,,,,,,368,311,509,,659,608,,,,,,,,,,399,512,,,782,,,
68593,,,,,,,1220,,,,,,,,,,,,,,,,,,,,,,
68605,,,,,,2853,,,,,,,,,,,,,,,,,,,,,,,
68606,,,,,,370,,578,,,,,,,,,,,,,,,,,,,,,
68608,,,,,,374,,,,,,,,,,,,,,,,,,,,,,,
68614,,,,,,39,11,21,9,18,8,23,34,54,63,,,,,,21,53,105,484,162,901,951,1231,1267
68616,,,,,,,,,125,,102,107,70,91,83,,,,,,,,,,,51,283,453,800
68619,,,,,,28,25,,69,,,157,100,118,147,,,,,,,,,,,,29,45,248
68631,,,,,,,,,,,197,194,,,,,,,,,,,,,,,,,
68634,,,,,467,321,468,424,515,,718,699,,,,,,,,230,413,694,404,,,1032,,,
68635,,,,,671,1216,1173,1378,1362,,1528,,,,,,,,,1070,1013,874,1178,,,,,,
68636,,,,,,2853,,,,,,,,,,,,,,,,,,,,,,,
68637,,,,,628,618,942,,,,,,,,,,,,,597,803,,,,,,,,
68638,,,,,963,,,,,,,,,,,,,,,,,,,,,,,,
68639,,,,,190,515,,,888,,,,,,,,,,,546,,,,,,,,,
68643,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,
68644,,,,,71,218,189,435,436,,,,,,,,,,,136,165,362,426,,,,,,
68645,,,,,433,326,784,586,952,,,,,,,,,,,134,530,353,647,,,,,,
68649,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,
68651,,,,,491,319,445,345,448,344,,,,,,,,,,243,557,479,1012,894,,,,,
68652,,,,,758,702,867,843,1034,,,,,,,,,,,811,568,1165,1098,,,,,,
68653,,,,,,,,22,53,25,96,131,333,,491,,,,,,,,112,131,340,612,1034,,
68654,,,,,,368,,,,,,,,,,,,,,,,,,,,,,,
68656,,,,,633,548,1201,,,,,,,,,,,,,,,,,,,,,,
68658,,,,,,,191,,66,12,176,,,,,,,,,,,,,,,,,,
68659,,,,,669,,,,,,,,,,,,,,,,,,,,,,,,
68664,,,,,562,441,,,,,,,,,,,,,,,,,,,,,,,
68669,,,,,,1221,1108,,,,,,,,,,,,,,889,,,,,,,,
68672,,,,,,,1398,1752,,,,,,,,,,,,,,1228,,,,,,,
68698,,,,,360,393,373,,,,,,,,,,,,,268,,,,,,,,,
68699,,,,,288,104,289,,,,,,,,,,,,,19,458,,,,,,,,
68700,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,
68701,,,,,,,55,174,87,93,113,130,85,100,106,,,,,,,,,,,45,24,71,188
68702,,,,,,,160,92,129,68,131,92,107,95,108,,,,,,,,,51,43,46,46,115,144
68704,,,,,,,55,109,98,,,,,,,,,,,,,,,,,,,,
68706,,,,,,162,155,,,,181,176,79,77,36,,,,,,,,,,,,38,82,226
68719,,,,,,,68,136,128,,200,260,214,284,276,,,,,,,52,134,,,157,360,441,906
68720,,,,,,,,,651,,,,,,,,,,,,,,,,,,,,
68721,,,,,,,34,77,45,59,68,115,,,,,,,,,,74,31,38,74,169,,,
68723,,,,,,785,539,790,521,,587,,875,,,,,,,,271,586,235,,,,,,
68724,,,,,,882,1062,857,947,,984,876,,,,,,,,,378,595,431,,,745,,,
68726,,,,,,168,,309,,,709,,,,,,,,,,,,,,,,,,
68727,,,,,,,616,,,,,,,,,,,,,,,,,,,,,,
68728,,,,,,72,72,107,46,67,51,112,67,74,72,,,,,,144,56,58,161,223,887,274,673,1068
68730,,,,,,,428,337,514,,729,,,,,,,,,,,387,397,,,,,,
68731,,,,,,307,163,369,341,,,,,,,,,,,,144,726,757,,,,,,
68733,,,,,779,,,,,,,,,,,,,,,,,,,,,,,,
68734,,,,,,1228,,,,,,,,,,,,,,,,,,,,,,,
68735,,,,,,524,466,,,,,,,,,,,,,,522,,,,,,,,
68736,,,,,,588,483,,,,,,,,,,,,,,419,,,,,,,,
68737,,,,,,466,401,,,,,,,,,,,,,,,,,,,,,,
68739,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,
68744,,,,,550,807,832,982,824,,,,,,,,,,,1063,1331,875,682,,,,,,
68745,,,,,1944,,,2486,,,,,,,,,,,,,,,,,,,,,
68748,,,,,816,966,733,1027,941,,,,,,,,,,,554,395,1544,1105,,,,,,
68769,,,,,,,295,318,,,,,,,,,,,,,,,,,,,,,
68770,,,,,,196,616,,,,,,,,,,,,,,,,,,,,,,
68771,,,,,,81,261,218,,,,,,,,,,,,,131,140,,,,,,,
68772,,,,,,98,310,265,328,126,250,206,,,,,,,,,148,139,63,26,104,454,,,
68773,,,,,,,760,625,958,446,1024,772,1075,1158,,,,,,,,428,573,307,398,350,1088,1315,
68775,,,,,,71,199,95,211,79,268,,,,,,,,,,106,45,213,29,328,,,,
68777,,,,,,622,,,,,,,,,,,,,,,,,,,,,,,
68778,,,,,,943,709,935,702,,724,,,,,,,,,,306,498,419,,,,,,
68782,,,,,,269,189,356,360,,,,,,,,,,,,111,234,418,,,,,,
68783,,,,,,38,6,3,16,5,9,5,10,6,14,,,,,,2,7,63,17,37,179,387,435,878
68784,,,,,1468,1908,,,,,,,,,,,,,,1241,,,,,,,,,
68785,,,,,,275,286,428,303,,,,,,,,,,,,,,,,,,,,
68789,,,,,,,450,920,780,594,,,,,,,,,,,,,,,,,,,
68791,,,,,,566,854,602,865,,1114,,,,,,,,,,689,355,1002,,,,,,
68792,,,,,,144,81,93,96,136,106,172,225,268,280,,,,,,46,30,373,379,167,593,1026,702,1107
68795,,,,,1303,1232,1393,1366,,,,,,,,,,,,1048,989,1500,,,,,,,
68797,,,,,,,1022,883,,,,,,,,,,,,,,726,,,,,,,
68803,,,,,173,,,,,,,,,,,,,,,,,,,,,,,,
68805,,,,,,203,226,230,249,155,,,,,,,,,,,123,228,153,32,,,,,
68806,,,,,,,,127,356,,456,466,,,,,,,,,,,406,,,520,,,
68807,,,,,,,,18,100,46,148,110,146,88,148,,,,,,,,144,74,86,156,112,263,778
68808,,,,,,,,69,64,102,101,261,279,,,,,,,,,,142,137,111,595,615,,
68813,,,,,,,,7,9,2,6,3,5,3,6,,,,,,,,3,1,22,47,71,109,218
68814,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,
68815,,,,,,,,1,3,1,1,1,1,2,2,,,,,,,,8,2,26,38,108,95,183
68816,,,,,,,,419,,,,,,,,,,,,,,,,,,,,,
68817,,,,,,,,40,5,10,3,5,4,11,8,,,,,,,,6,137,60,241,442,819,859
68822,,,,,,736,,,,,,,,,,,,,,,,,,,,,,,
68824,,,,,,158,385,251,348,173,294,,,,,,,,,,395,214,242,38,242,,,,
68828,,,,,,69,166,158,176,110,,,,,,,,,,,258,371,93,230,,,,,
68830,,,,,,,295,,614,,,,,,,,,,,,,,,,,,,,
68833,,,,,965,874,960,882,,,,,,,,,,,,865,526,1025,,,,,,,
68836,,,,,235,296,,,,,,,,,,,,,,,,,,,,,,,
68837,,,,,,608,588,1242,,,,,,,,,,,,,,,,,,,,,
68838,,,,,,534,1177,1024,1562,,1724,,,,,,,,,,,,,,,,,,
68839,,,,,,508,438,969,889,,1120,,,,,,,,,,,,,,,,,,
68842,,,,,,,47,81,34,43,45,89,59,99,99,,,,,,,42,58,121,298,767,357,1248,1197
68843,,,,,,,19,41,13,32,32,42,46,62,77,,,,,,,18,27,198,122,211,498,633,1108
68844,,,,,,388,347,708,,,,,,,,,,,,,,,,,,,,,
68849,,,,,711,824,421,408,465,,370,,,,,,,,,295,53,109,1244,,,,,,
68853,,,,,,622,,,,,,,,,,,,,,,,,,,,,,,
68854,,,,,,269,,,,,,,,,,,,,,,,,,,,,,,
68857,,,,,,196,191,,,,,,,,,,,,,,,,,,,,,,
68858,,,,,,144,436,397,,,,,,,,,,,,,,,,,,,,,
68859,,,,,,1216,,,,,,,,,,,,,,,,,,,,,,,
68860,,,,,,964,859,,,,,,,,,,,,,,812,,,,,,,,
68864,,,,,,27,14,28,9,15,11,25,20,21,26,,,,,,11,15,38,39,92,430,459,379,1051
68866,,,,,,622,,,,,,,,,,,,,,,,,,,,,,,
68870,,,,,,196,,,,,,,,,,,,,,,,,,,,,,,
68871,,,,,,622,,,,,,,,,,,,,,,,,,,,,,,
68872,,,,,,1050,,,,,,,,,,,,,,,,,,,,,,,
68873,,,,,,405,669,474,860,,,,,,,,,,,,,299,763,,,,,,
68890,,,,,,,459,338,430,,,,,,,,,,,,,320,166,,,,,,
68905,,,,,,,116,259,149,205,223,376,,,,,,,,,,343,112,466,225,842,,,
68906,,,,,,,52,124,70,102,105,148,123,258,376,,,,,,,159,130,272,285,440,583,1373,1460
68908,,,,,,622,,,,,,,,,,,,,,,,,,,,,,,
68911,,,,,,91,71,126,104,,169,,,,,,,,,,,,74,,,,,,
68913,,,,,,206,422,,,,,,,,,,,,,,288,,,,,,,,
68919,,,,,,323,,,,,,,,,,,,,,,,,,,,,,,
68923,,,,,,,,411,448,,,,,,,,,,,,,,89,,,,,,
68928,,,,,,,,161,127,,163,214,200,,,,,,,,,,,,,126,125,,
68929,,,,,,,,,,,,1136,,,,,,,,,,,,,,,,,
68931,,,,,,,,649,,,,,,,,,,,,,,,,,,,,,
68932,,,,,,1140,1002,1462,1378,,1521,1831,,,,,,,,,,,,,,,,,
68936,,,,,,,,396,,,,,,,,,,,,,,,,,,,,,
68939,,,,,,2206,1999,,,,,,,,,,,,,,,,,,,,,,
68950,,,,,,,385,210,345,,446,,,,,,,,,,,107,450,,,,,,
68955,,,,,,,188,153,186,,251,257,,,,,,,,,,,,,,183,,,
68956,,,,,,761,,,,,,,,,,,,,,,,,,,,,,,
68961,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,
68974,,,,,,,1345,1446,1366,,,,,,,,,,,,,,,,,,,,
68975,,,,,,415,610,382,623,,,,,,,,,,,,509,175,1178,,,,,,
68976,,,,,,622,1345,1352,,,,,,,,,,,,,,,,,,,,,
68977,,,,,,712,888,434,660,,,,,,,,,,,,435,45,1029,,,,,,
68981,,,,,,,,,14,,47,109,123,185,201,,,,,,,,,,,71,76,114,169
68982,,,,,,10,8,18,12,24,14,31,21,43,41,,,,,,5,14,14,26,20,111,75,211,178
68995,,,,,,53,,,273,301,573,,,,,,,,,,,,,,,,,,
68996,,,,,,304,276,468,342,,304,426,368,402,446,,,,,,163,228,251,,,485,553,417,1382
69005,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,
69006,,,,,,,,71,9,2,3,7,2,5,2,,,,,,,,1,8,3,31,33,102,186
69012,,,,,,,,14,3,10,6,15,5,12,6,,,,,,,,5,21,21,137,125,409,376
69015,,,,,,,,,,,,,,436,,,,,,,,,,,,,,,
69025,,,,,,622,867,,,,,,,,,,,,,,,,,,,,,,
69026,,,,,,73,244,176,391,,428,314,425,410,,,,,,,148,105,325,,,252,414,819,
69039,,,,,,,,199,,25,132,70,248,238,459,,,,,,,,,,,24,266,264,521
69040,,,,,,,,199,,,376,347,715,617,899,,,,,,,,,,,221,562,460,827
69043,,,,,,,,92,,,137,211,212,252,257,,,,,,,,,,,,,106,169
69044,,,,,,,391,297,,,,,,,,,,,,,,330,,,,,,,
69045,,,,,,,191,137,,,243,,,,,,,,,,,,,,,,,,
69050,,,,,,,,446,398,360,302,433,452,,,,,,,,,,355,147,82,528,939,,
69051,,,,,,,,,,,426,516,533,,,,,,,,,,,,,,275,,
69053,,,,,,,719,872,1131,,1195,1185,,,,,,,,,,963,882,,,1082,,,
69054,,,,,,,,484,,,494,962,1019,,,,,,,,,,,,,542,604,,
69058,,,,,,285,569,419,699,,,,,,,,,,,,986,388,1224,,,,,,
69062,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,
69064,,,,,,113,,,,,,,,,,,,,,,,,,,,,,,
69065,,,,,,302,211,440,377,,,,,,,,,,,,86,338,341,,,,,,
69067,,,,,,386,878,755,1069,493,1277,,,,,,,,,,,,,404,524,,,,
69068,,,,,,,,,204,70,296,219,302,300,438,,,,,,,,,36,128,166,172,566,692
69069,,,,,,513,1090,,,,,,,,,,,,,,,,,,,,,,
69071,,,,,,393,,,,,,,,,,,,,,,,,,,,,,,
69073,,,,,,,416,546,405,404,332,442,394,,,,,,,,,301,424,298,138,760,943,,
69075,,,,,,,,1186,1024,,,,,,,,,,,,,,616,,,,,,
69076,,,,,,,,1003,,,,,,,,,,,,,,,,,,,,,
69088,,,,,,873,528,717,691,,755,1152,,,,,,,,,161,430,809,,,1297,,,
69090,,,,,,367,226,160,,,,,,,,,,,,,8,218,,,,,,,
69098,,,,,,173,533,,,,,,,,,,,,,,,,,,,,,,
69099,,,,,,96,94,158,78,88,80,89,79,98,121,,,,,,,,,55,36,33,93,192,297
69106,,,,,,,380,153,220,128,192,189,282,202,,,,,,,,30,261,161,234,754,1043,583,
69108,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,
69109,,,,,,,,138,87,136,146,340,452,682,535,,,,,,,,85,204,110,584,663,749,415
69111,,,,,,1376,,,,,,,,,,,,,,,,,,,,,,,
69112,,,,,,538,501,1057,1003,,,,,,,,,,,,,,,,,,,,
69113,,,,,,472,442,905,,,,,,,,,,,,,,,,,,,,,
69114,,,,,,1060,1503,,,,,,,,,,,,,,,,,,,,,,
69118,,,,,,1355,,,,,,,,,,,,,,,,,,,,,,,
69119,,,,,,1230,,,,,,,,,,,,,,,,,,,,,,,
69120,,,,,,1293,,,,,,,,,,,,,,,,,,,,,,,
69121,,,,,,902,1374,1219,,,,,,,,,,,,,995,802,,,,,,,
69123,,,,,,622,,,,,,,,,,,,,,,,,,,,,,,
69127,,,,,,622,,,,,,,,,,,,,,,,,,,,,,,
69129,,,,,,75,132,72,72,42,56,50,56,52,,,,,,,104,70,81,214,280,622,609,1009,
69140,,,,,,,104,215,180,,,,,,,,,,,,,,,,,,,,
69141,,,,,,,191,,,,,,,,,,,,,,,,,,,,,,
69161,,,,,,607,592,,,,,,,,,,,,,,,,,,,,,,
69170,,,,,,44,41,,,,,,,,,,,,,,,,,,,,,,
69171,,,,,,180,580,574,,,,,,,,,,,,,,,,,,,,,
69172,,,,,,605,591,,,,,,,,,,,,,,,,,,,,,,
69173,,,,,,45,125,132,252,,,,,,,,,,,,,,,,,,,,
69174,,,,,,131,112,227,250,,,,,,,,,,,,,,,,,,,,
69177,,,,,,537,,,,,,,,,,,,,,,,,,,,,,,
69178,,,,,,26,35,,,,,,,,,,,,,,30,,,,,,,,
69179,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,
