Sezóna,Pohlaví,Kraj,Kategorie,Počet hráčů,Počet skokanů 800,Počet skokanů 1200,Počet skokanů 1600,Počet skokanů 2000
2013,Z,KSST Olomoucký,U17,9,4,1,,
2013,Z,KSST Pardubický,U17,16,5,3,,
2013,Z,KSST Plzeňský,U17,23,19,,,
2013,Z,KSST Vysočina,U17,13,6,2,,
2013,Z,KSST Zlínský,U17,3,1,1,,
2013,Z,KSST Ústecký,U17,3,2,2,,
2013,Z,Moravskoslezský SST,U17,30,19,14,1,
2013,Z,Pražský SST,U17,28,19,4,1,
2013,Z,Středočeský SST,U17,36,18,9,2,
2014,M,KSST Jihomoravský,U17,323,162,46,7,
2014,M,KSST Jihočeský,U17,99,69,14,1,
2014,M,KSST Karlovarský,U17,40,16,9,1,
2014,M,KSST Kralovéhradecký,U17,195,104,20,3,
2014,M,KSST Liberecký,U17,60,25,11,1,
2014,M,KSST Olomoucký,U17,61,38,15,3,
2014,M,KSST Pardubický,U17,113,63,24,1,
2014,M,KSST Plzeňský,U17,95,61,13,,
2014,M,KSST Vysočina,U17,81,50,19,3,
2014,M,KSST Zlínský,U17,17,9,5,2,
2014,M,KSST Ústecký,U17,28,1,1,1,1
2014,M,Moravskoslezský SST,U17,212,140,58,10,1
2014,M,Pražský SST,U17,87,50,33,9,1
2014,M,Středočeský SST,U17,176,106,31,3,
2014,Z,KSST Jihomoravský,U17,70,43,14,3,
2014,Z,KSST Jihočeský,U17,19,11,1,,
2014,Z,KSST Karlovarský,U17,14,7,2,,
2014,Z,KSST Kralovéhradecký,U17,41,22,6,,
2014,Z,KSST Liberecký,U17,8,3,2,,
2014,Z,KSST Olomoucký,U17,8,3,1,,
2014,Z,KSST Pardubický,U17,18,11,3,,
2014,Z,KSST Plzeňský,U17,31,17,1,,
2014,Z,KSST Vysočina,U17,11,9,2,,
2014,Z,KSST Zlínský,U17,4,2,2,,
2014,Z,KSST Ústecký,U17,9,,,,
2014,Z,Moravskoslezský SST,U17,31,18,9,1,
2014,Z,Pražský SST,U17,24,21,3,,
2014,Z,Středočeský SST,U17,31,26,11,,
2015,M,KSST Jihomoravský,U17,312,199,55,5,
2015,M,KSST Jihočeský,U17,88,57,19,2,
2015,M,KSST Karlovarský,U17,29,22,8,2,
2015,M,KSST Kralovéhradecký,U17,202,97,25,3,
2015,M,KSST Liberecký,U17,93,38,8,1,
2015,M,KSST Olomoucký,U17,67,45,15,2,
2015,M,KSST Pardubický,U17,111,75,19,1,
2015,M,KSST Plzeňský,U17,91,60,21,,
2015,M,KSST Vysočina,U17,158,50,21,3,
2015,M,KSST Zlínský,U17,67,10,8,4,
2015,M,KSST Ústecký,U17,86,17,5,1,1
2015,M,Moravskoslezský SST,U17,289,156,58,16,1
2015,M,Pražský SST,U17,86,60,26,7,
2015,M,Středočeský SST,U17,244,98,22,6,
2015,Z,KSST Jihomoravský,U17,49,34,9,1,
2015,Z,KSST Jihočeský,U17,21,11,4,1,
2015,Z,KSST Karlovarský,U17,13,9,2,,
2015,Z,KSST Kralovéhradecký,U17,42,25,6,,
2015,Z,KSST Liberecký,U17,16,5,1,,
2015,Z,KSST Olomoucký,U17,10,4,,,
2015,Z,KSST Pardubický,U17,25,11,3,,
2015,Z,KSST Plzeňský,U17,21,16,4,,
2015,Z,KSST Vysočina,U17,12,6,1,,
2015,Z,KSST Zlínský,U17,11,5,5,2,
2015,Z,KSST Ústecký,U17,15,4,1,,
2015,Z,Moravskoslezský SST,U17,47,25,8,2,
2015,Z,Pražský SST,U17,25,18,1,,
2015,Z,Středočeský SST,U17,43,27,15,1,
2016,M,KSST Jihomoravský,U17,342,170,43,6,
2016,M,KSST Jihočeský,U17,114,48,20,1,
2016,M,KSST Karlovarský,U17,31,19,6,,
2016,M,KSST Kralovéhradecký,U17,224,100,24,5,1
2016,M,KSST Liberecký,U17,73,50,10,2,
2016,M,KSST Olomoucký,U17,66,35,15,3,
2016,M,KSST Pardubický,U17,113,61,12,3,
2016,M,KSST Plzeňský,U17,96,61,21,2,
2016,M,KSST Vysočina,U17,137,93,19,3,
2016,M,KSST Zlínský,U17,121,43,27,6,
2016,M,KSST Ústecký,U17,99,48,17,2,
2016,M,Moravskoslezský SST,U17,262,170,65,17,1
2016,M,Pražský SST,U17,91,64,28,6,
2016,M,Středočeský SST,U17,235,130,21,5,
2016,Z,KSST Jihomoravský,U17,49,30,6,1,
2016,Z,KSST Jihočeský,U17,30,11,5,1,
2016,Z,KSST Karlovarský,U17,26,10,,,
2016,Z,KSST Kralovéhradecký,U17,50,26,7,1,
2016,Z,KSST Liberecký,U17,21,5,1,,
2016,Z,KSST Olomoucký,U17,9,4,1,,
2016,Z,KSST Pardubický,U17,28,12,3,,
2016,Z,KSST Plzeňský,U17,24,16,6,,
2016,Z,KSST Vysočina,U17,15,6,,,
2016,Z,KSST Zlínský,U17,17,10,8,1,
2016,Z,KSST Ústecký,U17,16,11,3,,
2016,Z,Moravskoslezský SST,U17,37,22,8,1,
2016,Z,Pražský SST,U17,28,16,2,,
2016,Z,Středočeský SST,U17,37,24,11,,
2017,M,KSST Jihomoravský,U17,304,176,38,6,
2017,M,KSST Jihočeský,U17,107,62,24,4,
2017,M,KSST Karlovarský,U17,28,16,6,1,
2017,M,KSST Kralovéhradecký,U17,201,101,25,7,
2017,M,KSST Liberecký,U17,84,43,12,3,
2017,M,KSST Olomoucký,U17,67,40,15,4,
2017,M,KSST Pardubický,U17,87,48,8,,
2017,M,KSST Plzeňský,U17,107,55,14,2,
2017,M,KSST Vysočina,U17,125,82,15,3,
2017,M,KSST Zlínský,U17,215,79,28,3,
2017,M,KSST Ústecký,U17,85,56,21,1,
2017,M,Moravskoslezský SST,U17,279,147,61,19,
2017,M,Pražský SST,U17,88,58,34,4,
2017,M,Středočeský SST,U17,267,125,26,5,
2017,Z,KSST Jihomoravský,U17,57,28,5,2,
2017,Z,KSST Jihočeský,U17,25,13,5,,
2017,Z,KSST Karlovarský,U17,19,15,,,
2017,Z,KSST Kralovéhradecký,U17,52,27,7,1,
2017,Z,KSST Liberecký,U17,26,10,2,,
2017,Z,KSST Olomoucký,U17,8,5,2,,
2017,Z,KSST Pardubický,U17,31,15,2,,
2017,Z,KSST Plzeňský,U17,23,9,4,,
2017,Z,KSST Vysočina,U17,15,4,2,,
2017,Z,KSST Zlínský,U17,19,10,6,,
2017,Z,KSST Ústecký,U17,10,8,2,,
2017,Z,Moravskoslezský SST,U17,39,20,9,1,
2017,Z,Pražský SST,U17,26,20,5,,
2017,Z,Středočeský SST,U17,51,24,7,1,
2018,M,KSST Jihomoravský,U17,334,151,41,12,
2018,M,KSST Jihočeský,U17,86,52,23,7,
2018,M,KSST Karlovarský,U17,33,12,3,1,
2018,M,KSST Kralovéhradecký,U17,179,78,21,6,
2018,M,KSST Liberecký,U17,75,48,13,2,1
2018,M,KSST Olomoucký,U17,61,38,19,3,
2018,M,KSST Pardubický,U17,95,43,9,2,
2018,M,KSST Plzeňský,U17,101,58,12,2,
2018,M,KSST Vysočina,U17,138,80,17,2,
2018,M,KSST Zlínský,U17,222,117,32,8,
2018,M,KSST Ústecký,U17,93,48,19,3,
2018,M,Moravskoslezský SST,U17,283,157,62,15,1
2018,M,Pražský SST,U17,93,58,38,9,
2018,M,Středočeský SST,U17,272,121,20,3,1
2018,Z,KSST Jihomoravský,U17,67,23,2,1,
2018,Z,KSST Jihočeský,U17,24,13,3,,
2018,Z,KSST Karlovarský,U17,24,12,1,,
2018,Z,KSST Kralovéhradecký,U17,51,20,7,2,
2018,Z,KSST Liberecký,U17,28,11,2,,
2018,Z,KSST Olomoucký,U17,9,3,,,
2018,Z,KSST Pardubický,U17,27,10,1,,
2018,Z,KSST Plzeňský,U17,21,17,5,,
2018,Z,KSST Vysočina,U17,19,6,1,,
2018,Z,KSST Zlínský,U17,24,9,4,,
2018,Z,KSST Ústecký,U17,13,5,3,,
2018,Z,Moravskoslezský SST,U17,49,21,10,1,
2018,Z,Pražský SST,U17,28,21,7,2,
2018,Z,Středočeský SST,U17,54,24,6,2,
2019,M,KSST Jihomoravský,U17,351,143,35,6,
2019,M,KSST Jihočeský,U17,103,47,26,7,
2019,M,KSST Karlovarský,U17,32,19,6,1,
2019,M,KSST Kralovéhradecký,U17,186,66,25,7,
2019,M,KSST Liberecký,U17,82,37,13,4,
2019,M,KSST Olomoucký,U17,66,27,14,1,
2019,M,KSST Pardubický,U17,96,46,16,2,
2019,M,KSST Plzeňský,U17,101,52,14,4,
2019,M,KSST Vysočina,U17,143,76,22,4,1
2019,M,KSST Zlínský,U17,232,100,27,6,
2019,M,KSST Ústecký,U17,96,43,16,6,
2019,M,Moravskoslezský SST,U17,278,144,58,19,3
2019,M,Pražský SST,U17,92,60,35,10,
2019,M,Středočeský SST,U17,298,104,27,3,
2019,Z,KSST Jihomoravský,U17,83,23,5,1,
2019,Z,KSST Jihočeský,U17,27,15,3,,
2019,Z,KSST Karlovarský,U17,18,11,2,,
2019,Z,KSST Kralovéhradecký,U17,57,19,9,,
2019,Z,KSST Liberecký,U17,28,12,3,1,
2019,Z,KSST Olomoucký,U17,10,4,2,,
2019,Z,KSST Pardubický,U17,22,9,2,,
2019,Z,KSST Plzeňský,U17,23,15,4,,
2019,Z,KSST Vysočina,U17,13,5,1,,
2019,Z,KSST Zlínský,U17,26,13,3,,
2019,Z,KSST Ústecký,U17,24,7,3,,
2019,Z,Moravskoslezský SST,U17,52,17,7,1,
2019,Z,Pražský SST,U17,25,21,9,2,
2019,Z,Středočeský SST,U17,65,20,5,1,
2020,M,KSST Jihomoravský,U17,366,123,31,3,
2020,M,KSST Jihočeský,U17,104,51,20,5,1
2020,M,KSST Karlovarský,U17,33,18,7,1,
2020,M,KSST Kralovéhradecký,U17,194,49,24,7,
2020,M,KSST Liberecký,U17,102,43,11,3,
2020,M,KSST Olomoucký,U17,83,35,13,3,
2020,M,KSST Pardubický,U17,96,38,13,,
2020,M,KSST Plzeňský,U17,101,43,12,2,
2020,M,KSST Vysočina,U17,139,67,26,6,
2020,M,KSST Zlínský,U17,244,80,24,3,
2020,M,KSST Ústecký,U17,86,45,16,5,
2020,M,Moravskoslezský SST,U17,260,124,46,14,2
2020,M,Pražský SST,U17,83,52,29,10,1
2020,M,Středočeský SST,U17,341,98,22,3,
2020,Z,KSST Jihomoravský,U17,83,17,9,2,
2020,Z,KSST Jihočeský,U17,34,10,3,,
2020,Z,KSST Karlovarský,U17,15,10,3,,
2020,Z,KSST Kralovéhradecký,U17,54,13,5,,
2020,Z,KSST Liberecký,U17,33,12,2,,
2020,Z,KSST Olomoucký,U17,14,5,2,,
2020,Z,KSST Pardubický,U17,24,7,2,,
2020,Z,KSST Plzeňský,U17,32,9,4,1,
2020,Z,KSST Vysočina,U17,17,9,1,,
2020,Z,KSST Zlínský,U17,28,7,3,,
2020,Z,KSST Ústecký,U17,22,11,6,,
2020,Z,Moravskoslezský SST,U17,55,18,10,3,
2020,Z,Pražský SST,U17,25,15,8,1,
2020,Z,Středočeský SST,U17,82,22,6,,
2021,M,KSST Jihomoravský,U17,145,64,32,6,
2021,M,KSST Jihočeský,U17,28,18,9,2,
2021,M,KSST Karlovarský,U17,11,8,4,,
2021,M,KSST Kralovéhradecký,U17,60,40,22,8,
2021,M,KSST Liberecký,U17,32,24,11,1,
2021,M,KSST Olomoucký,U17,31,25,6,2,
2021,M,KSST Pardubický,U17,30,15,9,2,
2021,M,KSST Plzeňský,U17,19,19,11,2,1
2021,M,KSST Vysočina,U17,33,22,12,4,
2021,M,KSST Zlínský,U17,35,26,16,2,
2021,M,KSST Ústecký,U17,39,29,12,2,
2021,M,Moravskoslezský SST,U17,130,96,38,15,1
2021,M,Pražský SST,U17,48,35,23,11,
2021,M,Středočeský SST,U17,147,75,21,5,
2021,Z,KSST Jihomoravský,U17,33,13,3,,
2021,Z,KSST Jihočeský,U17,8,5,3,,
2021,Z,KSST Karlovarský,U17,5,4,3,,
2021,Z,KSST Kralovéhradecký,U17,18,15,7,1,
2021,Z,KSST Liberecký,U17,9,4,1,1,
2021,Z,KSST Olomoucký,U17,4,2,1,,
2021,Z,KSST Pardubický,U17,8,6,1,,
2021,Z,KSST Plzeňský,U17,6,5,4,1,
2021,Z,KSST Vysočina,U17,9,5,3,,
2021,Z,KSST Zlínský,U17,5,3,2,,
2021,Z,KSST Ústecký,U17,9,7,3,,
2021,Z,Moravskoslezský SST,U17,26,14,7,1,
2021,Z,Pražský SST,U17,16,13,5,1,
2021,Z,Středočeský SST,U17,32,11,6,1,
2022,M,KSST Jihomoravský,U17,314,47,26,5,
2022,M,KSST Jihočeský,U17,81,12,5,1,
2022,M,KSST Karlovarský,U17,31,6,4,,
2022,M,KSST Kralovéhradecký,U17,174,33,15,4,
2022,M,KSST Liberecký,U17,72,17,8,,
2022,M,KSST Olomoucký,U17,52,21,6,,
2022,M,KSST Pardubický,U17,46,17,8,4,
2022,M,KSST Plzeňský,U17,82,13,6,,
2022,M,KSST Vysočina,U17,103,13,9,3,
2022,M,KSST Zlínský,U17,180,17,11,3,
2022,M,KSST Ústecký,U17,59,16,7,2,
2022,M,Moravskoslezský SST,U17,204,72,31,11,1
2022,M,Pražský SST,U17,81,32,20,11,1
2022,M,Středočeský SST,U17,303,52,18,6,
2022,Z,KSST Jihomoravský,U17,74,11,3,1,
2022,Z,KSST Jihočeský,U17,26,6,2,,
2022,Z,KSST Karlovarský,U17,9,4,3,,
2022,Z,KSST Kralovéhradecký,U17,39,13,6,1,
2022,Z,KSST Liberecký,U17,23,3,,,
2022,Z,KSST Olomoucký,U17,15,2,2,,
2022,Z,KSST Pardubický,U17,13,3,1,,
2022,Z,KSST Plzeňský,U17,21,4,3,1,
2022,Z,KSST Vysočina,U17,18,4,2,,
2022,Z,KSST Zlínský,U17,27,1,1,,
2022,Z,KSST Ústecký,U17,14,3,1,,
2022,Z,Moravskoslezský SST,U17,42,10,5,,
2022,Z,Pražský SST,U17,23,11,3,1,
2022,Z,Středočeský SST,U17,62,11,5,,
2023,M,KSST Jihomoravský,U17,340,80,26,6,
2023,M,KSST Jihočeský,U17,71,33,8,,
2023,M,KSST Karlovarský,U17,39,18,5,,
2023,M,KSST Kralovéhradecký,U17,187,40,16,8,1
2023,M,KSST Liberecký,U17,71,33,11,1,
2023,M,KSST Olomoucký,U17,79,35,15,1,
2023,M,KSST Pardubický,U17,55,16,7,3,
2023,M,KSST Plzeňský,U17,81,33,8,1,
2023,M,KSST Vysočina,U17,130,44,17,7,1
2023,M,KSST Zlínský,U17,163,40,15,5,
2023,M,KSST Ústecký,U17,72,29,11,4,
2023,M,Moravskoslezský SST,U17,203,83,30,8,1
2023,M,Pražský SST,U17,103,49,28,8,1
2023,M,Středočeský SST,U17,316,84,21,3,
2023,Z,KSST Jihomoravský,U17,84,13,2,,
2023,Z,KSST Jihočeský,U17,20,8,4,,
2023,Z,KSST Karlovarský,U17,5,2,1,,
2023,Z,KSST Kralovéhradecký,U17,36,11,7,2,
2023,Z,KSST Liberecký,U17,22,10,,,
2023,Z,KSST Olomoucký,U17,30,8,2,,
2023,Z,KSST Pardubický,U17,12,2,1,,
2023,Z,KSST Plzeňský,U17,22,9,3,1,
2023,Z,KSST Vysočina,U17,21,10,5,1,
2023,Z,KSST Zlínský,U17,19,4,1,,
2023,Z,KSST Ústecký,U17,13,10,3,1,
2023,Z,Moravskoslezský SST,U17,38,18,7,1,
2023,Z,Pražský SST,U17,22,15,5,1,
2023,Z,Středočeský SST,U17,81,18,6,2,
2024,M,KSST Jihomoravský,U17,328,78,30,7,
2024,M,KSST Jihočeský,U17,84,36,8,1,
2024,M,KSST Karlovarský,U17,24,16,7,,
2024,M,KSST Kralovéhradecký,U17,193,40,18,9,1
2024,M,KSST Liberecký,U17,85,30,8,3,
2024,M,KSST Olomoucký,U17,108,47,20,4,
2024,M,KSST Pardubický,U17,71,21,11,2,
2024,M,KSST Plzeňský,U17,84,39,11,2,
2024,M,KSST Vysočina,U17,160,62,19,9,1
2024,M,KSST Zlínský,U17,151,33,14,7,
2024,M,KSST Ústecký,U17,97,37,13,5,
2024,M,Moravskoslezský SST,U17,210,80,37,10,1
2024,M,Pražský SST,U17,90,49,26,8,
2024,M,Středočeský SST,U17,323,98,23,4,
2024,Z,KSST Jihomoravský,U17,81,17,4,,
2024,Z,KSST Jihočeský,U17,31,7,4,,
2024,Z,KSST Karlovarský,U17,8,2,,,
2024,Z,KSST Kralovéhradecký,U17,43,9,6,1,
2024,Z,KSST Liberecký,U17,18,10,2,,
2024,Z,KSST Olomoucký,U17,32,16,1,,
2024,Z,KSST Pardubický,U17,16,4,1,,
2024,Z,KSST Plzeňský,U17,25,12,5,2,
2024,Z,KSST Vysočina,U17,27,9,4,1,
2024,Z,KSST Zlínský,U17,20,8,3,,
2024,Z,KSST Ústecký,U17,18,10,2,,
2024,Z,Moravskoslezský SST,U17,48,20,9,3,
2024,Z,Pražský SST,U17,26,16,7,1,
2024,Z,Středočeský SST,U17,77,15,6,2,
2025,M,KSST Jihomoravský,U17,347,82,32,9,
2025,M,KSST Jihočeský,U17,105,38,10,1,
2025,M,KSST Karlovarský,U17,22,9,6,1,
2025,M,KSST Kralovéhradecký,U17,186,48,29,9,1
2025,M,KSST Liberecký,U17,119,40,10,3,
2025,M,KSST Olomoucký,U17,84,48,20,7,
2025,M,KSST Pardubický,U17,73,21,10,1,
2025,M,KSST Plzeňský,U17,85,40,14,5,
2025,M,KSST Vysočina,U17,176,81,24,7,
2025,M,KSST Zlínský,U17,142,31,12,4,1
2025,M,KSST Ústecký,U17,99,43,14,6,2
2025,M,Moravskoslezský SST,U17,214,74,28,8,2
2025,M,Pražský SST,U17,76,46,18,8,
2025,M,Středočeský SST,U17,333,100,20,5,
2025,Z,KSST Jihomoravský,U17,95,17,5,1,
2025,Z,KSST Jihočeský,U17,28,13,2,,
2025,Z,KSST Karlovarský,U17,12,4,,,
2025,Z,KSST Kralovéhradecký,U17,45,12,7,,
2025,Z,KSST Liberecký,U17,24,7,2,,
2025,Z,KSST Olomoucký,U17,32,21,4,,
2025,Z,KSST Pardubický,U17,16,6,1,,
2025,Z,KSST Plzeňský,U17,35,11,1,,
2025,Z,KSST Vysočina,U17,27,10,4,2,
2025,Z,KSST Zlínský,U17,14,5,2,,
2025,Z,KSST Ústecký,U17,21,9,4,,
2025,Z,Moravskoslezský SST,U17,41,15,8,1,
2025,Z,Pražský SST,U17,29,23,8,3,
2025,Z,Středočeský SST,U17,79,19,9,1,
2026,M,KSST Jihomoravský,U17,325,82,31,15,1
2026,M,KSST Jihočeský,U17,129,51,16,3,
2026,M,KSST Karlovarský,U17,15,9,4,,
2026,M,KSST Kralovéhradecký,U17,180,56,30,12,1
2026,M,KSST Liberecký,U17,133,49,9,2,
2026,M,KSST Olomoucký,U17,84,47,16,6,1
2026,M,KSST Pardubický,U17,80,17,11,,
2026,M,KSST Plzeňský,U17,123,35,8,4,
2026,M,KSST Vysočina,U17,169,95,34,11,2
2026,M,KSST Zlínský,U17,148,45,14,3,
2026,M,KSST Ústecký,U17,111,43,10,3,1
2026,M,Moravskoslezský SST,U17,221,85,31,10,2
2026,M,Pražský SST,U17,84,41,26,5,1
2026,M,Středočeský SST,U17,308,98,24,3,
2026,Z,KSST Jihomoravský,U17,87,25,9,4,
2026,Z,KSST Jihočeský,U17,33,11,2,,
2026,Z,KSST Karlovarský,U17,10,6,1,,
2026,Z,KSST Kralovéhradecký,U17,38,15,7,1,
2026,Z,KSST Liberecký,U17,16,7,2,,
2026,Z,KSST Olomoucký,U17,27,16,3,,
2026,Z,KSST Pardubický,U17,24,6,3,,
2026,Z,KSST Plzeňský,U17,42,17,3,1,
2026,Z,KSST Vysočina,U17,25,11,3,1,
2026,Z,KSST Zlínský,U17,19,8,3,,
2026,Z,KSST Ústecký,U17,23,11,4,,
2026,Z,Moravskoslezský SST,U17,33,19,6,1,1
2026,Z,Pražský SST,U17,26,13,4,1,
2026,Z,Středočeský SST,U17,80,26,10,,
2027,M,KSST Jihomoravský,U17,4,3,2,1,
2027,M,KSST Jihočeský,U17,15,12,5,4,
2027,M,KSST Karlovarský,U17,1,1,1,1,
2027,M,KSST Kralovéhradecký,U17,17,6,4,2,
2027,M,KSST Liberecký,U17,19,13,6,1,
2027,M,KSST Olomoucký,U17,3,3,2,1,
2027,M,KSST Pardubický,U17,12,11,6,1,
2027,M,KSST Plzeňský,U17,9,4,,,
2027,M,KSST Zlínský,U17,18,15,6,1,
2027,M,KSST Ústecký,U17,15,11,4,1,
2027,M,Moravskoslezský SST,U17,29,16,9,,
2027,M,Pražský SST,U17,21,13,2,1,
2027,M,Středočeský SST,U17,13,3,1,1,
2027,Z,KSST Jihočeský,U17,6,2,1,,
2027,Z,KSST Kralovéhradecký,U17,6,3,2,1,
2027,Z,KSST Olomoucký,U17,2,2,1,,
2027,Z,KSST Pardubický,U17,2,1,,,
2027,Z,KSST Zlínský,U17,1,1,1,,
2027,Z,KSST Ústecký,U17,3,2,1,,
2027,Z,Moravskoslezský SST,U17,1,,,,
2027,Z,Pražský SST,U17,11,5,1,1,
2027,Z,Středočeský SST,U17,6,,,,
2012,M,,U15,873,,,,
2012,Z,,U15,198,,,,
2013,M,,U15,968,446,119,8,
2013,Z,,U15,210,115,34,,
2014,M,,U15,1093,512,129,13,
2014,Z,,U15,232,120,23,,
2015,M,,U15,1282,560,133,17,
2015,Z,,U15,241,116,26,1,
2016,M,,U15,1406,620,134,18,
2016,Z,,U15,294,128,27,1,
2017,M,,U15,1439,647,154,21,
2017,Z,,U15,303,135,27,,
2018,M,,U15,1434,574,117,20,
2018,Z,,U15,336,124,27,2,
2019,M,,U15,1484,476,124,18,1
2019,Z,,U15,363,106,21,1,
2020,M,,U15,1558,444,115,21,
2020,Z,,U15,390,95,22,1,
2021,M,,U15,465,248,86,15,
2021,Z,,U15,129,62,23,2,
2022,M,,U15,1152,160,56,11,
2022,Z,,U15,304,46,15,1,
2023,M,,U15,1297,287,84,15,1
2023,Z,,U15,325,80,18,3,
2024,M,,U15,1353,309,95,25,1
2024,Z,,U15,344,86,17,1,
2025,M,,U15,1342,298,93,16,1
2025,Z,,U15,367,92,25,3,
2026,M,,U15,1419,339,86,17,1
2026,Z,,U15,336,92,15,3,
2027,M,,U15,90,48,14,4,
2027,Z,,U15,25,9,3,,
2012,M,KSST Jihomoravský,U15,119,,,,
2012,M,KSST Jihočeský,U15,72,,,,
2012,M,KSST Karlovarský,U15,10,,,,
2012,M,KSST Kralovéhradecký,U15,162,,,,
2012,M,KSST Liberecký,U15,20,,,,
2012,M,KSST Olomoucký,U15,33,,,,
2012,M,KSST Pardubický,U15,83,,,,
2012,M,KSST Plzeňský,U15,52,,,,
2012,M,KSST Vysočina,U15,49,,,,
2012,M,KSST Ústecký,U15,4,,,,
2012,M,Moravskoslezský SST,U15,93,,,,
2012,M,Pražský SST,U15,92,,,,
2012,M,Středočeský SST,U15,84,,,,
2012,Z,KSST Jihomoravský,U15,30,,,,
2012,Z,KSST Jihočeský,U15,21,,,,
2012,Z,KSST Karlovarský,U15,6,,,,
2012,Z,KSST Kralovéhradecký,U15,30,,,,
2012,Z,KSST Liberecký,U15,2,,,,
2012,Z,KSST Olomoucký,U15,11,,,,
2012,Z,KSST Pardubický,U15,9,,,,
2012,Z,KSST Plzeňský,U15,22,,,,
2012,Z,KSST Vysočina,U15,5,,,,
2012,Z,KSST Zlínský,U15,1,,,,
2012,Z,KSST Ústecký,U15,1,,,,
2012,Z,Moravskoslezský SST,U15,19,,,,
2012,Z,Pražský SST,U15,22,,,,
2012,Z,Středočeský SST,U15,19,,,,
2013,M,KSST Jihomoravský,U15,186,72,20,2,
2013,M,KSST Jihočeský,U15,63,38,4,,
2013,M,KSST Karlovarský,U15,15,3,3,1,
2013,M,KSST Kralovéhradecký,U15,148,81,8,,
2013,M,KSST Liberecký,U15,22,9,3,,
2013,M,KSST Olomoucký,U15,42,15,4,,
2013,M,KSST Pardubický,U15,64,42,12,1,
2013,M,KSST Plzeňský,U15,66,30,5,,
2013,M,KSST Vysočina,U15,47,23,7,,
2013,M,KSST Zlínský,U15,6,,,,
2013,M,KSST Ústecký,U15,1,1,1,1,
2013,M,Moravskoslezský SST,U15,150,60,22,3,
2013,M,Pražský SST,U15,47,30,18,,
2013,M,Středočeský SST,U15,111,42,12,,
2013,Z,KSST Jihomoravský,U15,43,20,9,,
2013,Z,KSST Jihočeský,U15,15,11,1,,
2013,Z,KSST Karlovarský,U15,7,4,2,,
2013,Z,KSST Kralovéhradecký,U15,28,19,5,,
2013,Z,KSST Liberecký,U15,2,1,1,,
2013,Z,KSST Olomoucký,U15,4,1,,,
2013,Z,KSST Pardubický,U15,14,4,2,,
2013,Z,KSST Plzeňský,U15,16,13,,,
2013,Z,KSST Vysočina,U15,8,3,1,,
2013,Z,KSST Zlínský,U15,2,1,1,,
2013,Z,Moravskoslezský SST,U15,20,10,7,,
2013,Z,Pražský SST,U15,21,14,,,
2013,Z,Středočeský SST,U15,30,14,5,,
2014,M,KSST Jihomoravský,U15,246,107,22,2,
2014,M,KSST Jihočeský,U15,59,36,4,,
2014,M,KSST Karlovarský,U15,31,10,4,,
2014,M,KSST Kralovéhradecký,U15,135,58,12,1,
2014,M,KSST Liberecký,U15,39,14,6,,
2014,M,KSST Olomoucký,U15,37,18,6,,
2014,M,KSST Pardubický,U15,81,35,7,,
2014,M,KSST Plzeňský,U15,63,34,7,,
2014,M,KSST Vysočina,U15,44,22,4,1,
2014,M,KSST Zlínský,U15,11,3,1,1,
2014,M,KSST Ústecký,U15,23,,,,
2014,M,Moravskoslezský SST,U15,153,90,32,6,
2014,M,Pražský SST,U15,56,25,14,2,
2014,M,Středočeský SST,U15,115,60,10,,
2014,Z,KSST Jihomoravský,U15,48,26,4,,
2014,Z,KSST Jihočeský,U15,17,9,1,,
2014,Z,KSST Karlovarský,U15,10,4,,,
2014,Z,KSST Kralovéhradecký,U15,34,16,3,,
2014,Z,KSST Liberecký,U15,6,1,,,
2014,Z,KSST Olomoucký,U15,4,1,,,
2014,Z,KSST Pardubický,U15,15,8,2,,
2014,Z,KSST Plzeňský,U15,23,10,,,
2014,Z,KSST Vysočina,U15,6,4,,,
2014,Z,KSST Zlínský,U15,4,2,2,,
2014,Z,KSST Ústecký,U15,6,,,,
2014,Z,Moravskoslezský SST,U15,23,11,4,,
2014,Z,Pražský SST,U15,14,11,,,
2014,Z,Středočeský SST,U15,22,17,7,,
2015,M,KSST Jihomoravský,U15,220,121,23,4,
2015,M,KSST Jihočeský,U15,57,33,8,,
2015,M,KSST Karlovarský,U15,16,11,1,,
2015,M,KSST Kralovéhradecký,U15,139,50,14,1,
2015,M,KSST Liberecký,U15,69,24,6,,
2015,M,KSST Olomoucký,U15,33,20,7,,
2015,M,KSST Pardubický,U15,71,46,6,,
2015,M,KSST Plzeňský,U15,63,34,10,,
2015,M,KSST Vysočina,U15,86,23,4,1,
2015,M,KSST Zlínský,U15,41,7,5,2,
2015,M,KSST Ústecký,U15,53,9,1,,
2015,M,Moravskoslezský SST,U15,212,97,28,5,
2015,M,Pražský SST,U15,52,31,10,2,
2015,M,Středočeský SST,U15,170,54,10,2,
2015,Z,KSST Jihomoravský,U15,35,21,5,,
2015,Z,KSST Jihočeský,U15,16,8,3,1,
2015,Z,KSST Karlovarský,U15,9,5,,,
2015,Z,KSST Kralovéhradecký,U15,28,13,3,,
2015,Z,KSST Liberecký,U15,13,3,,,
2015,Z,KSST Olomoucký,U15,7,3,,,
2015,Z,KSST Pardubický,U15,18,7,1,,
2015,Z,KSST Plzeňský,U15,15,10,2,,
2015,Z,KSST Vysočina,U15,7,3,,,
2015,Z,KSST Zlínský,U15,6,2,2,,
