ID,2013 Pořadí skokani,2013 Pořadí skokani kraj,2013 Pořadí skokani kategorie,2013 Pořadí skokani kraj kategorie,2014 Pořadí skokani,2014 Pořadí skokani kraj,2014 Pořadí skokani kategorie,2014 Pořadí skokani kraj kategorie,2015 Pořadí skokani,2015 Pořadí skokani kraj,2015 Pořadí skokani kategorie,2015 Pořadí skokani kraj kategorie,2016 Pořadí skokani,2016 Pořadí skokani kraj,2016 Pořadí skokani kategorie,2016 Pořadí skokani kraj kategorie,2017 Pořadí skokani,2017 Pořadí skokani kraj,2017 Pořadí skokani kategorie,2017 Pořadí skokani kraj kategorie,2018 Pořadí skokani,2018 Pořadí skokani kraj,2018 Pořadí skokani kategorie,2018 Pořadí skokani kraj kategorie,2019 Pořadí skokani,2019 Pořadí skokani kraj,2019 Pořadí skokani kategorie,2019 Pořadí skokani kraj kategorie,2020 Pořadí skokani,2020 Pořadí skokani kraj,2020 Pořadí skokani kategorie,2020 Pořadí skokani kraj kategorie,2021 Pořadí skokani,2021 Pořadí skokani kraj,2021 Pořadí skokani kategorie,2021 Pořadí skokani kraj kategorie,2022 Pořadí skokani,2022 Pořadí skokani kraj,2022 Pořadí skokani kategorie,2022 Pořadí skokani kraj kategorie,2023 Pořadí skokani,2023 Pořadí skokani kraj,2023 Pořadí skokani kategorie,2023 Pořadí skokani kraj kategorie,2024 Pořadí skokani,2024 Pořadí skokani kraj,2024 Pořadí skokani kategorie,2024 Pořadí skokani kraj kategorie,2025 Pořadí skokani,2025 Pořadí skokani kraj,2025 Pořadí skokani kategorie,2025 Pořadí skokani kraj kategorie,2026 Pořadí skokani,2026 Pořadí skokani kraj,2026 Pořadí skokani kategorie,2026 Pořadí skokani kraj kategorie
49349,11,4,9,4,1947,174,209,21,2191,170,347,31,2005,137,344,36,1250,100,347,42,257,28,178,24,2287,174,,,1528,127,,,,,,,,,,,8916,128,,,,,,,,,,,,,,
57775,12,1,,,,,,,,,,,416,22,,,8354,437,,,36,3,,,5152,308,,,399,29,,,,,,,,,,,2263,133,,,3498,203,,,1389,81,,,8539,479,,
51389,13,2,3,2,2063,234,101,26,164,29,67,17,143,19,78,14,4708,476,291,55,2296,242,377,67,1284,137,342,55,1299,146,383,63,5428,580,570,94,5048,533,,,2463,225,,,7443,670,,,,,,,,,,
33429,14,3,11,3,889,131,167,22,5559,868,467,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47695,15,2,4,1,106,6,49,2,7028,471,130,4,75,4,54,3,1478,128,225,12,2572,207,394,21,284,15,185,11,1427,98,399,32,4993,296,544,30,1958,118,,,3230,244,,,833,45,,,5757,446,,,1191,80,,
43828,16,3,8,3,143,10,53,3,186,10,95,3,624,38,176,11,428,34,204,16,2096,158,368,19,5475,403,654,52,2059,159,458,37,1196,27,,,3408,89,,,,,,,,,,,,,,,,,,
45525,17,1,14,1,463,36,132,7,227,19,132,8,2986,210,393,25,977,56,323,19,6432,417,684,50,1874,130,,,1218,81,,,1111,68,,,5261,303,,,968,69,,,2143,165,,,9029,644,,,858,61,,
44694,18,3,5,3,48,7,13,3,386,50,83,19,748,95,91,16,231,31,130,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4964,19,4,,,,,,,,,,,8637,921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49776,20,2,10,1,604,59,145,15,7470,611,305,26,7734,527,530,44,3857,273,435,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45640,21,4,,,4495,286,,,1469,112,,,9137,715,,,9256,718,,,3440,265,,,796,53,,,2388,185,,,,,,,,,,,,,,,,,,,,,,,,,,
44735,21,5,11,4,1072,132,96,24,6,2,6,2,3501,356,267,50,1035,121,290,47,1084,127,288,54,9190,880,791,119,8321,801,749,113,,,,,,,,,,,,,,,,,,,,,,,,
43361,23,6,,,2649,296,,,4863,516,,,6608,681,,,6532,675,,,6852,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57558,23,1,18,1,2441,247,321,25,386,27,177,12,579,24,246,11,7949,407,733,39,3017,146,,,405,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43313,23,2,12,1,5098,358,271,13,294,17,119,6,1872,101,336,9,5501,305,481,23,374,27,217,8,6150,359,685,33,2124,138,,,,,,,,,,,,,,,,,,,,,,,,,,
41578,23,6,12,5,665,92,152,36,92,16,62,15,860,105,254,45,3200,337,406,72,7179,494,724,67,437,45,245,25,,,,,,,,,523,61,,,6099,440,,,,,,,,,,,,,,
54067,1,1,1,1,2,1,2,1,125,11,42,6,19,4,15,4,189,19,61,9,190,24,64,10,86,12,47,7,,,,,,,,,263,38,,,183,17,,,142,11,,,341,30,,,88,6,,
42084,23,1,18,1,645,57,148,10,408,34,183,14,518,40,204,16,1786,137,399,27,1757,143,417,28,3321,249,,,1907,146,,,683,66,,,4549,432,,,1529,101,,,1041,61,,,6942,519,,,3121,240,,
44107,28,3,14,1,39,4,28,4,49,6,40,6,1100,90,206,16,5793,456,488,31,593,48,232,15,1003,79,367,24,6168,449,672,46,92,8,,,4161,394,,,1668,113,,,2267,133,,,3421,256,,,7314,529,,
46353,29,4,23,4,115,12,72,8,2697,245,365,28,2192,174,354,23,2108,156,434,30,8022,573,758,40,1241,94,,,5551,408,,,2847,266,,,3914,367,,,,,,,,,,,9029,687,,,,,,
12625,29,8,,,7570,850,,,1765,172,,,7528,792,,,9268,979,,,1257,140,,,9541,921,,,207,36,,,4365,450,,,3300,337,,,7251,653,,,7696,699,,,2317,216,,,7880,714,,
46159,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55254,31,5,24,5,2839,246,341,30,4128,317,420,41,967,70,309,31,6683,455,680,65,4912,335,,,648,60,,,9091,634,,,4451,400,,,1920,173,,,3896,287,,,4810,359,,,4616,345,,,4089,331,,
54665,31,3,15,2,3271,470,238,25,150,19,86,9,1660,209,320,27,2492,323,377,32,702,78,282,23,3852,557,578,56,4817,704,,,2000,313,,,573,77,,,6099,440,,,558,72,,,5350,710,,,4683,649,,
47185,31,9,24,6,7339,828,483,86,5633,616,471,90,4174,420,569,84,6611,680,674,106,4156,418,,,3146,298,,,7942,760,,,5346,568,,,4257,444,,,6446,563,,,8257,759,,,,,,,,,,
42351,31,5,15,3,17,3,15,2,1765,148,221,23,692,56,233,26,7894,547,535,50,,,,,,,,,3700,241,,,,,,,,,,,,,,,2818,221,,,3935,524,,,3202,440,,
17466,35,4,,,3408,499,,,1420,239,,,8162,1118,,,7046,958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3377,395,,
43810,3,1,3,1,19,2,14,2,257,29,73,10,148,17,61,10,164,21,68,11,171,23,68,8,403,57,,,131,14,,,25,6,,,214,22,,,101,8,,,,,,,,,,,,,,
55131,36,1,17,1,495,35,81,6,357,18,130,10,297,28,123,14,6280,345,501,26,4531,295,467,23,7492,453,728,38,568,24,268,12,80,1,,,2516,38,,,4801,321,,,719,15,,,,,,,,,,
45877,36,7,17,4,255,31,69,7,1645,138,216,22,2699,182,250,27,402,40,197,26,5111,351,479,52,8627,581,766,67,920,38,332,13,1471,57,,,2017,66,,,3896,271,,,6222,437,,,1736,132,,,2695,212,,
45836,36,7,28,7,46,6,41,4,131,16,91,12,3123,213,499,47,1075,83,332,39,1349,110,,,3235,256,,,585,53,,,1278,114,,,1157,112,,,6621,487,,,8743,624,,,3681,282,,,3290,216,,
54035,36,3,28,2,3136,224,353,18,5459,328,461,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6696,466,,,2676,219,,,1338,102,,,7738,428,,
27039,36,5,,,6668,965,,,3797,612,,,7001,958,,,4142,575,,,3531,463,,,6639,846,,,8529,1090,,,,,,,,,,,6513,787,,,,,,,,,,,,,,
39434,41,2,,,3989,311,,,7122,518,,,5238,364,,,5312,343,,,545,24,,,7968,546,,,8196,573,,,,,,,,,,,1459,109,,,1908,137,,,2633,210,,,6053,477,,
13629,42,6,19,2,6189,894,287,46,328,55,127,18,8982,1234,563,77,9108,1230,558,75,8665,1134,785,93,8268,1052,758,96,8848,1131,,,,,,,,,,,,,,,,,,,,,,,,,,
52519,4,1,1,1,1,1,1,1,7,1,7,1,310,20,27,2,194,18,45,5,96,10,37,4,28,7,23,7,123,10,57,6,72,9,39,6,231,29,86,12,175,18,,,101,10,,,159,11,,,303,18,,
44888,43,3,,,7534,608,,,374,30,,,3828,267,,,7046,469,,,1084,67,,,8627,591,,,8848,614,,,,,,,,,,,5545,423,,,5398,397,,,,,,,,,,
55039,43,4,6,1,1,1,1,1,199,25,68,8,189,23,56,2,55,5,47,3,5222,676,301,17,,,,,,,,,1781,196,338,52,448,59,213,37,853,89,,,2331,232,,,7174,652,,,,,,
51388,43,10,1,1,37,5,11,2,136,24,24,9,183,24,52,10,472,66,101,18,788,95,202,40,216,29,130,22,4609,433,444,67,115,20,65,12,601,78,236,41,5465,393,541,48,3196,222,,,,,,,,,,
55055,46,2,,,4337,199,,,490,13,,,6179,247,,,1522,55,,,2795,100,,,6914,288,,,9150,344,,,51,3,,,,,,,,,,,,,,,,,,,,,,
29256,46,5,,,7515,1079,,,3797,517,,,1073,132,,,7949,1062,,,4912,633,,,8909,1281,,,7580,1095,,,,,,,,,,,6696,951,,,3573,501,,,7723,1088,,,3545,499,,
49694,46,5,35,4,351,43,143,16,3158,439,380,33,1073,132,325,29,663,85,270,22,8448,589,,,292,34,,,7233,1055,,,1196,184,,,4161,662,,,2463,349,,,3752,536,,,5757,775,,,1424,193,,
54671,49,7,22,4,4410,617,260,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48133,49,9,36,9,6367,539,462,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13914,51,2,,,1666,106,,,6368,406,,,6778,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49439,51,8,23,5,665,83,88,8,3888,525,265,19,5238,705,295,18,1478,185,312,25,198,17,139,12,4518,663,611,57,7580,1095,726,68,1471,226,,,2657,397,,,660,84,,,5592,779,,,7596,1067,,,8434,1197,,
45863,51,10,23,5,715,68,89,10,119,14,76,10,1073,79,205,21,620,56,236,30,2506,159,388,36,3593,273,566,57,9022,627,770,72,,,,,,,,,3558,245,,,2465,147,,,6146,459,,,7738,567,,
45305,54,3,40,2,429,26,155,11,696,24,237,6,4949,193,622,17,9228,380,781,24,2232,76,,,1979,72,,,3252,110,,,382,16,,,4299,143,,,,,,,,,,,3098,90,,,9215,317,,
36627,55,7,,,7450,1079,,,7936,1230,,,6608,906,,,1832,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46861,56,5,,,6475,605,,,1295,104,,,8843,698,,,6773,521,,,4156,296,,,7245,529,,,9611,706,,,,,,,,,,,,,,,4511,299,,,2924,218,,,1055,89,,
44663,57,11,41,8,1215,150,254,54,954,97,258,48,6698,692,692,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32354,57,4,,,6624,290,,,42,4,,,320,9,,,7949,333,,,2871,103,,,845,26,,,8760,325,,,904,35,,,4208,139,,,5088,171,,,3196,104,,,4785,153,,,4991,148,,
43542,57,8,42,5,5618,812,,,800,149,,,4465,623,,,7836,1061,,,7560,996,,,,,,,,,,,507,78,,,2608,346,,,1668,207,,,7214,883,,,964,111,,,8058,963,,
36484,60,6,,,2649,265,,,3478,313,,,5728,450,,,3449,276,,,,,,,,,,,,,,,,,,,,,,,,,,,7816,559,,,6236,463,,,7314,529,,
40574,60,9,42,5,133,16,78,10,3478,568,394,61,1239,173,293,42,8876,1202,768,100,3440,449,541,61,5682,730,,,3330,423,,,2346,311,,,4782,648,,,911,124,,,4330,517,,,,,,,,,,
52287,62,10,,,6927,996,,,5379,845,,,3732,511,,,2667,355,,,7337,963,,,6914,876,,,7323,910,,,4276,583,,,667,78,,,8858,1118,,,7869,970,,,6401,781,,,3724,434,,
23005,62,3,,,6927,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31365,62,11,,,4860,421,,,6368,517,,,1437,102,,,9220,638,,,,,,,,,,,,,,,3670,323,,,557,64,,,696,76,,,4920,366,,,5350,400,,,3290,263,,
23006,65,4,,,4695,326,,,3398,210,,,3904,201,,,9169,501,,,985,56,,,7161,435,,,6708,411,,,3102,147,,,1958,99,,,1039,65,,,6412,399,,,5864,378,,,7097,453,,
4787,65,7,,,94,7,,,5633,510,,,5432,430,,,6773,521,,,5992,431,,,1676,133,,,8634,636,,,,,,,,,,,3472,232,,,2676,166,,,9015,683,,,6596,471,,
51252,65,11,,,4495,661,,,7709,1201,,,1809,248,,,1385,192,,,1162,156,,,4218,548,,,8257,1044,,,3311,445,,,621,70,,,8593,1075,,,5592,677,,,6331,767,,,5951,713,,
53001,68,8,43,5,6145,575,284,16,6710,404,499,38,1100,56,278,12,6874,356,690,35,1488,66,386,15,971,46,,,7057,367,,,,,,,,,,,,,,,,,,,3846,291,,,1565,130,,
35300,69,4,46,3,7050,478,654,30,6155,378,,,911,50,,,6532,371,,,2939,185,,,9692,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29384,70,12,,,7659,1105,,,4952,783,,,7252,991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7791,506,,,123,6,,
44053,71,2,25,1,397,21,125,8,102,9,67,6,1941,99,342,15,3200,157,406,12,2296,100,464,21,2509,127,499,22,3006,142,,,4734,236,,,4476,213,,,853,30,,,2610,127,,,1604,76,,,4468,259,,
51474,72,13,26,3,4410,647,260,42,530,91,152,22,5035,698,471,65,4329,596,448,54,7406,974,730,86,1631,204,440,53,2646,345,,,5247,721,,,2017,267,,,7162,866,,,1012,143,,,516,60,,,4181,486,,
346,5,2,5,2,137,20,42,11,155,23,56,8,282,36,80,12,58,8,37,6,382,47,105,14,240,34,,,140,25,,,34,6,,,208,26,,,365,45,,,352,43,,,318,16,,,183,11,,
57255,73,12,,,7606,636,,,,,,,,,,,,,,,,,,,,,,,5026,356,,,407,41,,,601,67,,,8997,641,,,8407,595,,,3846,292,,,2562,216,,
52711,73,5,8,1,159,11,57,6,102,5,49,4,1324,49,212,8,149,7,100,6,7484,304,541,21,2287,84,394,20,2180,77,472,17,219,10,106,5,4957,156,,,4983,168,,,944,30,,,157,7,,,6422,202,,
55593,73,12,,,2189,249,,,1097,113,,,6005,598,,,320,44,,,8141,824,,,4518,425,,,2477,240,,,1674,184,,,5036,530,,,7524,683,,,3498,318,,,1703,170,,,2695,235,,
23633,76,5,,,7110,497,,,696,39,,,6608,366,,,6361,351,,,5222,340,,,768,40,,,5232,306,,,,,,,,,,,6513,433,,,2676,162,,,1649,85,,,6768,434,,
11247,76,13,,,2571,219,,,1645,138,,,7981,548,,,2762,364,,,7337,980,,,3593,514,,,6445,937,,,,,,,,,,,,,,,4810,664,,,3846,510,,,7814,1094,,
29293,76,3,,,,,,,,,,,2005,105,,,7949,407,,,3918,182,,,7751,416,,,6985,360,,,115,6,,,4030,189,,,6446,354,,,,,,,,,,,919,45,,
29633,79,5,,,3771,269,,,1645,91,,,8439,440,,,9242,503,,,7852,470,,,1080,67,,,6799,424,,,,,,,,,,,,,,,,,,,,,,,,,,
51149,79,4,47,2,197,13,94,7,328,24,163,10,4754,250,455,26,4329,215,567,26,3708,170,558,26,7897,424,,,2554,115,,,,,,,,,,,3652,196,,,2085,101,,,7302,402,,,2898,248,,
4972,79,6,,,3625,167,,,7694,317,,,5533,215,,,8599,358,,,8733,342,,,,,,,,,,,5499,187,,,,,,,,,,,,,,,,,,,,,,
40332,79,9,,,397,31,,,4528,417,,,967,77,,,6532,501,,,7560,534,,,2701,199,,,2800,205,,,4682,434,,,2296,204,,,7327,522,,,3042,191,,,2924,218,,,8827,662,,
16763,79,5,,,6927,470,,,6604,418,,,1578,116,,,2667,165,,,8353,507,,,9711,605,,,,,,,,,,,,,,,9230,557,,,6127,390,,,3599,263,,,5493,362,,
28082,79,14,,,3136,456,,,3797,612,,,5035,698,,,2762,364,,,1052,139,,,8909,1152,,,9414,500,,,2110,95,,,4937,237,,,814,28,,,4612,248,,,8165,446,,,6246,356,,
19195,85,14,,,2839,246,,,916,80,,,8637,589,,,1429,112,,,2871,205,,,9044,618,,,4297,306,,,4075,369,,,1007,97,,,8486,606,,,8207,580,,,7246,536,,,8258,636,,
8410,85,13,,,7659,862,,,7800,855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45688,85,10,48,6,1003,99,173,14,1973,172,339,26,4754,381,455,29,2029,153,425,29,1981,158,442,32,1676,133,,,3330,247,,,4537,419,,,4584,435,,,7599,539,,,8257,599,,,2839,212,,,,,,
48617,88,14,50,9,1362,162,266,56,3231,341,479,83,967,117,309,50,7721,800,,,545,76,,,9240,887,,,2317,227,,,3311,348,,,1247,145,,,2067,193,,,3118,285,,,8209,757,,,4991,442,,
41450,88,11,,,7450,696,,,7028,645,,,771,63,,,4797,372,,,4718,342,,,3146,239,,,984,67,,,4075,364,,,2061,181,,,8059,574,,,6821,492,,,1231,83,,,5307,381,,
40811,88,11,,,85,6,,,1215,98,,,2611,206,,,4142,322,,,3259,241,,,7078,518,,,984,67,,,737,72,,,5389,494,,,164,9,,,,,,,,,,,1913,156,,
54115,88,15,,,1887,166,,,5947,483,,,8288,560,,,1979,150,,,985,86,,,8942,610,,,9150,638,,,1901,175,,,1433,137,,,8686,621,,,1272,116,,,1312,119,,,7814,604,,
37650,88,9,,,2910,413,,,,,,,,,,,,,,,508,54,,,6247,908,,,6071,879,,,3978,631,,,4982,802,,,4605,663,,,5398,755,,,1549,208,,,1913,264,,
56893,93,10,,,1362,185,,,4448,600,,,4088,537,,,6361,835,,,2232,269,,,5475,803,,,8529,1234,,,2967,470,,,4030,643,,,8249,1216,,,907,108,,,9168,1312,,,8355,1184,,
43989,93,15,28,7,108,14,50,9,3797,407,260,49,346,48,132,25,8063,830,541,93,4718,473,471,81,7332,697,723,107,8918,849,768,116,,,,,,,,,,,,,,,,,,,,,,,,
54297,93,6,28,2,340,25,116,6,432,24,138,11,436,34,184,17,5096,278,470,25,7968,504,755,42,3146,250,538,55,6255,436,,,,,,,,,,,,,,,,,,,,,,,,,,
38240,93,10,,,6475,919,,,5947,823,,,1131,135,,,7488,995,,,7265,971,,,1811,264,,,2871,410,,,2475,392,,,4030,643,,,6621,939,,,363,52,,,6041,819,,,8827,1260,,
6767,93,15,,,4775,556,,,4448,470,,,6278,641,,,9232,974,,,9335,935,,,9626,930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53129,98,12,,,4410,617,,,6288,865,,,9089,1236,,,2667,351,,,9091,1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39671,98,17,55,11,5398,627,,,2994,315,,,6090,608,,,8063,830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8431,785,,,2035,187,,
21637,98,12,,,7634,1093,,,829,106,,,6446,865,,,5793,763,,,1298,154,,,9491,1372,,,1738,231,,,,,,,,,,,6274,891,,,3655,515,,,7723,1088,,,5112,696,,
10513,98,12,,,1437,194,,,4355,586,,,2772,374,,,7611,1014,,,1703,210,,,3593,514,,,9123,1331,,,,,,,,,,,3073,435,,,6499,922,,,2257,286,,,7814,1094,,
161,98,12,,,4172,590,,,5698,785,,,5893,802,,,3559,469,,,4429,566,,,2972,424,,,7580,1095,,,,,,,,,,,1459,195,,,7761,1113,,,3846,510,,,2370,324,,
56379,98,15,,,1887,276,,,2908,469,,,5338,731,,,5793,795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12007,104,13,,,6418,600,,,1920,167,,,2699,215,,,2170,165,,,3017,217,,,8909,653,,,5026,366,,,4171,375,,,4584,435,,,3153,208,,,4612,309,,,8660,655,,,4567,336,,
18635,104,13,,,4070,373,,,1818,156,,,1872,147,,,6966,543,,,954,75,,,8334,618,,,3609,269,,,3102,288,,,4520,428,,,4983,343,,,6222,437,,,4785,356,,,4468,327,,
45774,106,16,51,11,2649,228,227,23,182,23,114,15,8331,567,547,45,2424,183,459,49,9374,684,802,42,6991,510,,,8634,636,,,4682,434,,,3157,295,,,,,,,,,,,,,,,,,,
19713,106,16,,,5472,784,,,,,,,,,,,5207,712,,,3918,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55028,106,4,,,6782,532,,,4863,343,,,3996,277,,,7949,539,,,1593,98,,,6062,397,,,3252,228,,,3214,183,,,3096,182,,,1499,112,,,9243,644,,,3098,251,,,7880,610,,
43591,109,5,,,4254,334,,,5379,389,,,6090,413,,,6192,410,,,1257,76,,,6542,433,,,5974,418,,,2967,171,,,4476,265,,,,,,,,,,,,,,,,,,
27219,109,16,,,6668,950,,,6208,855,,,2005,258,,,8117,1083,,,2383,294,,,1923,275,,,1738,231,,,4171,666,,,4161,662,,,229,28,,,6499,922,,,2775,363,,,8569,1223,,
32235,109,7,,,1185,78,,,5633,360,,,216,17,,,7949,443,,,476,22,,,6914,420,,,2726,148,,,407,16,,,1314,60,,,3472,224,,,6584,411,,,2257,125,,,6342,409,,
57585,109,5,,,4860,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365,18,,,685,27,,,7097,447,,,4468,293,,
44732,113,18,52,10,255,37,105,25,5302,565,457,86,65,11,55,11,6192,636,652,102,3259,328,532,81,7829,762,,,9461,909,,,737,83,,,,,,,,,,,,,,,,,,,,,,
53326,113,8,,,6021,411,,,3231,200,,,6778,375,,,4235,232,,,7179,455,,,9426,563,,,3154,177,,,3214,152,,,1247,55,,,3073,187,,,6412,399,,,3421,204,,,8151,506,,
693,113,18,,,3843,428,,,6368,705,,,1239,150,,,9149,957,,,297,54,,,6725,634,,,6168,583,,,1575,169,,,3096,323,,,4161,364,,,,,,,,,,,1742,165,,
23406,113,17,,,5895,831,,,4783,647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42375,113,1,30,1,175,1,90,1,432,7,138,2,1073,76,275,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1338,140,,,,,,
45251,113,7,52,4,,,,,,,,,,,,,,,,,,,,,,,,,353,14,,,112,6,,,,,,,,,,,3498,114,,,3935,126,,,6152,191,,
372,6,3,3,1,12,1,10,1,40,3,25,2,57,6,34,4,83,10,41,6,92,12,49,5,166,22,70,7,85,15,,,232,35,,,39,4,,,253,31,,,207,25,,,81,14,,,214,28,,
705,119,20,,,4594,532,,,6653,732,,,6278,641,,,6966,716,,,3017,303,,,3417,327,,,4212,392,,,683,80,,,2708,282,,,2332,212,,,8207,750,,,,,,,,,,
29220,119,18,,,4860,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6674,925,,,,,,
41282,119,18,57,7,556,69,202,21,800,102,281,29,8081,1101,,,1685,209,,,6933,920,,,623,85,,,4719,684,,,2847,451,,,5410,882,,,6274,891,,,9269,1352,,,,,,,,,,
55987,122,20,,,2649,368,,,2572,358,,,,,,,,,,,2648,325,,,6991,1016,,,4212,612,,,2346,369,,,5312,864,,,,,,,,,,,,,,,,,,
53046,122,20,58,8,1003,129,235,22,7709,1067,714,65,2986,400,492,40,2029,257,,,1593,197,,,3763,542,,,5232,774,,,3670,571,,,2017,310,,,4428,625,,,518,68,,,7097,986,,,2080,286,,
43209,122,7,,,1836,125,,,5947,365,,,771,37,,,5615,314,,,5726,369,,,5966,340,,,733,47,,,,,,,,,,,1348,104,,,9094,648,,,311,25,,,3657,236,,
47687,7,2,,,264,29,,,178,18,,,205,23,,,123,11,,,246,24,,,371,38,,,20,3,,,281,28,,,296,32,,,330,36,,,387,38,,,318,31,,,447,40,,
54845,122,17,,,7554,1093,,,6010,940,,,8872,1212,,,754,99,,,8905,1160,,,231,30,,,7942,999,,,,,,,,,,,,,,,,,,,,,,,,,,
