ID,2012 pořadí kraj kategorie,2013 pořadí kraj kategorie,2014 pořadí kraj kategorie,2015 pořadí kraj kategorie,2016 pořadí kraj kategorie,2017 pořadí kraj kategorie,2018 pořadí kraj kategorie,2019 pořadí kraj kategorie,2020 pořadí kraj kategorie,2021 pořadí kraj kategorie,2022 pořadí kraj kategorie,2023 pořadí kraj kategorie,2024 pořadí kraj kategorie,2025 pořadí kraj kategorie,2026 pořadí kraj kategorie,2027 pořadí kraj kategorie,2013 Pořadí skokani kraj kategorie,2014 Pořadí skokani kraj kategorie,2015 Pořadí skokani kraj kategorie,2016 Pořadí skokani kraj kategorie,2017 Pořadí skokani kraj kategorie,2018 Pořadí skokani kraj kategorie,2019 Pořadí skokani kraj kategorie,2020 Pořadí skokani kraj kategorie,2021 Pořadí skokani kraj kategorie,2022 Pořadí skokani kraj kategorie,2023 Pořadí skokani kraj kategorie,2024 Pořadí skokani kraj kategorie,2025 Pořadí skokani kraj kategorie,2026 Pořadí skokani kraj kategorie,2027 Pořadí skokani kraj kategorie
64296,,,,170,160,,,,,,,,,,,,,,,,,,,,,,,,,,
64301,,,,67,91,86,107,,,,,,,,,,,,,55,48,104,,,,,,,,,
64302,,,,,47,,64,87,,,,,,,,,,,,,,,54,,,,,,,,
64303,,,,207,,,,,,,,,,,,,,,,,,,,,,,,,,,
64308,,,,147,,181,169,192,,,,,,,,,,,,,,,,,,,,,,,
64310,,,,,,121,173,147,,,,,,,,,,,,,,,,,,,,,,,
64311,,,,200,,225,201,,,,,,,,,,,,,,,,,,,,,,,,
64317,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,
64321,,,,23,39,46,55,60,97,38,,,,,,,,,,,,,,,,,,,,,
64322,,,,37,53,,,,,,,,,,,,,,,52,,,,,,,,,,,
64324,,,,39,32,40,47,50,46,,,,,,,,,,,26,42,49,44,37,,,,,,,
64325,,,,15,12,23,20,,,,,,,,,,,,,15,27,43,,,,,,,,,
64326,,,,37,39,30,41,38,39,23,,,,,,,,,,21,21,34,36,32,11,,,,,,
64327,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,
64328,,,,49,42,71,61,93,,,,,,,,,,,,21,55,51,67,,,,,,,,
64335,,,,31,32,25,22,29,43,36,38,,,,,,,,,7,19,8,59,65,6,21,,,,,
64336,,,,,,,2,3,1,3,2,,,,,,,,,,,,3,1,7,6,,,,,
64337,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
64339,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,
64340,,,,,,137,102,,,,,,,,,,,,,,,,,,,,,,,,
64353,,,,6,8,15,,,,,,,,,,,,,,5,12,,,,,,,,,,
64355,,,,52,56,,,,,,,,,,,,,,,34,,,,,,,,,,,
64359,,,,227,279,311,,,,,,,,,,,,,,,,,,,,,,,,,
64360,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
64362,,,,49,45,,,,,,,,,,,,,,,40,,,,,,,,,,,
64363,,,,32,42,,,,,,,,,,,,,,,32,,,,,,,,,,,
64364,,,,31,40,,,,102,28,50,,,,,,,,,,,,,,,22,,,,,
64367,,,,,49,49,,,,,,,,,,,,,,,33,,,,,,,,,,
64370,,,,,,,,,,,,61,81,90,,,,,,,,,,,,,,57,77,,
64372,,,,,18,34,6,19,14,24,22,34,23,,,,,,,,13,3,41,38,54,38,68,57,,,
64374,,,,9,33,35,45,44,,,,,,,,,,,,39,31,32,60,,,,,,,,
64377,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
64385,,,,12,9,29,17,46,,,,,,,,,,,,,11,10,45,,,,,,,,
64389,,,,163,,,,,,,,,,,,,,,,,,,,,,,,,,,
64391,,,,38,71,56,55,46,56,,66,77,,,,,,,,43,37,28,40,29,,,83,,,,
64392,,,,68,111,89,,83,78,58,,,,,,,,,,73,55,,,18,24,,,,,,
64403,,,,9,12,,,,,,,,,,,,,,,96,,,,,,,,,,,
64420,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,
64422,,,,,,103,136,,,,,,,,,,,,,,,112,,,,,,,,,
64423,,,,,,,66,97,,,,,,,,,,,,,,,,,,,,,,,
64424,,,,,,93,121,,,,,,,,,,,,,,,108,,,,,,,,,
64428,,,,,,11,9,14,,,,,,,,,,,,,,5,12,,,,,,,,
64432,,,,54,111,70,89,62,85,60,96,86,,,,,,,,75,25,50,39,133,45,139,50,,,,
64433,,,,78,109,89,99,93,101,75,,,,,,,,,,82,78,29,130,85,87,,,,,,
64440,,,,197,,,,,,,,,,,,,,,,,,,,,,,,,,,
64446,,,,140,125,,145,,,,,,,,,,,,,,,,,,,,,,,,
64447,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
64451,,,,,,59,50,,,,,,,,,,,,,,,,,,,,,,,,
64453,,,,,221,,,,,,,,,,,,,,,,,,,,,,,,,,
64459,,,,227,,,,,,,,,,,,,,,,,,,,,,,,,,,
64460,,,,22,42,16,19,23,26,14,25,,,,,,,,,39,7,10,68,49,25,93,,,,,
64462,,,,83,63,,,,,,,,,,,,,,,54,,,,,,,,,,,
64466,,,,,,112,87,,,,,,,,,,,,,,,,,,,,,,,,
64467,,,,177,225,,,,,,,,,,,,,,,,,,,,,,,,,,
64475,,,,86,100,147,125,156,149,,111,151,157,,,,,,,,,,,115,,,142,160,,,
64477,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
64478,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,
64485,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,
64487,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,
64488,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,
64491,,,,,,,,154,,,,,,,,,,,,,,,,,,,,,,,
64492,,,,,,3,6,5,9,7,9,10,13,10,,,,,,,,13,8,11,7,9,18,24,12,,
64495,,,,,,,,4,,7,8,7,7,3,1,,,,,,,,,,,3,9,12,20,15,
64504,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
64508,,,,81,88,109,109,,,,,,,,,,,,,76,80,100,,,,,,,,,
64509,,,,16,22,20,22,23,,,,,,,,,,,,14,15,14,20,,,,,,,,
64517,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
64530,,,,,7,22,,23,23,,35,50,56,,,,,,,,19,,,35,,,59,61,,,
64531,,,,,8,2,3,2,2,1,2,7,10,4,,,,,,,3,2,3,28,17,21,43,98,41,,
64537,,,,78,74,114,,,,,129,,,,,,,,,,77,,,,,,,,,,
64538,,,,34,32,71,,,,,,,,,,,,,,,,,,,,,,,,,
64542,,,,55,116,109,175,,,,,,,,,,,,,,,,,,,,,,,,
64543,,,,,,132,191,110,210,,236,236,,,,,,,,,,,,153,,,140,,,,
64544,,,,15,62,50,109,98,,,,,,,,,,,,,,,,,,,,,,,
64545,,,,96,,144,108,154,142,,,,,,,,,,,,,76,179,156,,,,,,,
64548,,,,141,142,,,,,,,,,,,,,,,193,,,,,,,,,,,
64549,,,,76,163,149,171,169,193,,,,,,,,,,,,,,,,,,,,,,
64551,,,,126,157,190,160,,,,,,,,,,,,,,,,,,,,,,,,
64552,,,,66,152,130,,,,,,,,,,,,,,,,,,,,,,,,,
64557,,,,156,144,,,,,,,,,,,,,,,68,,,,,,,,,,,
64558,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,
64560,,,,28,31,,,,,,,,,,,,,,,48,,,,,,,,,,,
64562,,,,85,59,118,87,125,109,,,,,,,,,,,59,139,53,153,135,,,,,,,
64573,,,,,,,35,36,33,,,37,,,,,,,,,,,33,18,,,,,,,
64576,,,,,,70,113,109,124,,,,,,,,,,,,,89,86,69,,,,,,,
64584,,,,,,8,7,11,8,10,9,12,9,12,15,,,,,,,7,7,9,22,8,39,41,58,47,
64585,,,,,,6,5,10,9,11,12,10,8,10,8,,,,,,,5,13,16,14,14,10,45,28,32,
64586,,,,,,4,4,8,6,7,4,7,3,6,5,,,,,,,9,15,8,7,10,40,25,40,30,
64590,,,,8,5,3,12,15,26,,40,,,,,,,,,,,,,13,,,,,,,
64591,,,,,7,5,13,8,16,,20,,,,,,,,,,,,,,,,,,,,
64597,,,,8,11,15,,20,,,,,,,,,,,,6,13,,,,,,,,,,
64600,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
64608,,,,366,,,,,,,,,,,,,,,,,,,,,,,,,,,
64616,,,,23,32,41,50,73,72,,75,,,,,,,,,45,47,75,90,77,,,,,,,
64625,,,,76,110,,,,,,,,,,,,,,,121,,,,,,,,,,,
64627,,,,1,4,1,3,1,4,2,2,2,2,2,,,,,,2,2,11,11,37,39,7,31,46,69,,
64628,,,,202,267,224,,,,,,,,,,,,,,255,174,,,,,,,,,,
64630,,,,86,69,112,,,,,,,,,,,,,,59,92,,,,,,,,,,
64631,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,
64632,,,,,,60,,,81,,,,,,,,,,,,,,,,,,,,,,
64633,,,,52,75,77,,,,,,,,,,,,,,35,52,,,,,,,,,,
64634,,,,31,29,56,58,70,,,80,,,,,,,,,,,,,,,,,,,,
64637,,,,4,5,11,12,31,,,,,,,,,,,,1,11,7,30,,,,,,,,
64640,,,,5,23,,29,,,,,,,,,,,,,12,,,,,,,,,,,
64641,,,,7,,,39,,,,,,,,,,,,,,,,,,,,,,,,
64645,,,,22,46,35,47,,,,,,,,,,,,,54,32,53,,,,,,,,,
64646,,,,30,58,28,20,22,33,30,42,37,,,,,,,,43,3,4,34,64,20,64,40,,,,
64647,,,,3,3,,,7,6,5,6,7,12,10,12,,,,,1,,,,1,9,8,11,14,12,14,
64649,,,,62,62,,,,,,,,,,,,,,,,,,,,,,,,,,
64650,,,,46,93,,,,,,,,,,,,,,,45,,,,,,,,,,,
64651,,,,,,37,40,,,,,,,,,,,,,,,,,,,,,,,,
64653,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,
64654,,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,
64662,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,
64663,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
64664,,,,104,127,,,,,,,,,,,,,,,62,,,,,,,,,,,
64665,,,,83,74,72,,,,,,,,,,,,,,59,43,,,,,,,,,,
64666,,,,84,72,60,,,,,,,,,,,,,,54,15,,,,,,,,,,
64668,,,,,,,105,113,,,,,,,,,,,,,,,71,,,,,,,,
64670,,,,,57,,41,21,26,13,,,,,,,,,,,,,46,63,80,,,,,,
64679,,,,67,54,,,,,,,,,,,,,,,,,,,,,,,,,,
64681,,,,49,108,124,,,,,,,,,,,,,,,,,,,,,,,,,
64682,,,,,59,157,,,,,,,,,,,,,,,,,,,,,,,,,
64683,,,,59,43,,,,,,,,,,,,,,,,,,,,,,,,,,
64685,,,,71,67,95,,,,,,,,,,,,,,68,84,,,,,,,,,,
64686,,,,,,12,10,10,9,10,6,10,7,9,5,,,,,,,9,2,24,6,21,35,44,73,54,
64687,,,,,,8,7,7,7,4,2,5,3,4,2,,,,,,,5,10,14,3,22,41,49,93,52,
64701,,,,,41,61,53,60,54,,,,,,,,,,,,61,44,47,68,,,,,,,
64702,,,,,82,82,,,,,,,,,,,,,,,42,,,,,,,,,,
64710,,,,,1,1,1,2,1,2,1,2,1,1,2,,,,,,1,5,8,56,15,25,120,33,142,112,
64711,,,,,,11,5,8,8,9,7,13,12,16,10,,,,,,,4,14,13,20,28,33,68,83,88,
64713,,,,10,37,,,,,,,,,,,,,,,,,,,,,,,,,,
64715,,,,,6,10,13,5,8,8,6,6,16,11,,,,,,,7,7,7,16,34,14,50,105,65,,
64716,,,,,4,1,1,1,1,1,1,1,1,1,1,1,,,,,1,2,2,23,6,23,30,71,55,98,6
64720,,,,219,250,254,,,,,,,,,,,,,,164,122,,,,,,,,,,
64726,,,,273,267,333,324,,,,,,,,,,,,,,,,,,,,,,,,
64729,,,,31,40,38,,,,,,,,,,,,,,43,34,,,,,,,,,,
64732,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,
64734,,,,96,119,76,81,77,,,,,,,,,,,,84,30,67,62,,,,,,,,
64735,,,,18,72,51,79,80,107,,127,150,,,,,,,,,,,,,,,,,,,
64736,,,,15,68,45,93,,,,,,,,,,,,,,,,,,,,,,,,
64737,,,,162,113,153,,,,,,,,,,,,,,35,118,,,,,,,,,,
64739,,,,189,152,,,,,,,,,,,,,,,83,,,,,,,,,,,
64740,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,
64741,,,,78,53,,,,,,,,,,,,,,,29,,,,,,,,,,,
64743,,,,,,,158,155,,,,,,,,,,,,,,,,,,,,,,,
64752,,,,,128,,118,89,123,72,109,94,,,,,,,,,,,98,122,37,37,96,,,,
64753,,,,,,,,,,,,125,,,,,,,,,,,,,,,,,,,
64767,,,,24,52,,,,,,,,,,,,,,,25,,,,,,,,,,,
64769,,,,21,14,38,22,44,28,39,37,51,,,,,,,,15,62,17,66,59,64,95,117,,,,
64770,,,,117,171,126,184,131,,,,,,,,,,,,96,105,178,63,,,,,,,,
64772,,,,,108,129,96,113,,,,,,,,,,,,,,,,,,,,,,,
64773,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,
64774,,,,,113,95,94,80,,,,,,,,,,,,,,,62,,,,,,,,
64775,,,,,9,8,13,13,21,13,21,,,,,,,,,,,,,,,,,,,,
64777,,,,,65,119,,,,,,,,,,,,,,,,,,,,,,,,,
64781,,,,11,16,27,17,33,26,,31,41,48,70,70,,,,,,,10,19,14,,,18,55,91,69,
64782,,,,32,66,55,90,60,106,63,150,157,,,,,,,,52,39,77,40,147,100,122,162,,,,
64786,,,,,51,77,69,,,,,,,,,,,,,,65,69,,,,,,,,,
64787,,,,,56,74,68,84,,,,,,,,,,,,,42,58,94,,,,,,,,
64788,,,,22,41,,,,,,,,,,,,,,,31,,,,,,,,,,,
64789,,,,17,13,,,,,,,,,,,,,,,15,,,,,,,,,,,
64790,,,,29,25,,,,62,,,,,,,,,,,7,,,,,,,,,,,
64792,,,,115,132,,,,,,,,,,,,,,,,,,,,,,,,,,
64804,,,,5,17,16,43,26,,,,,,,,,,,,12,7,28,20,,,,,,,,
64809,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
64810,,,,6,8,3,8,6,11,,14,12,16,19,39,,,,,2,2,3,4,21,,,12,73,97,153,
64812,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
64815,,,,137,136,133,,,,,,,,,,,,,,90,121,,,,,,,,,,
64821,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,
64822,,,,6,8,18,,28,,,,,,,,,,,,4,3,,,,,,,,,,
64824,,,,40,50,69,59,,,,,,,,,,,,,22,35,49,,,,,,,,,
64826,,,,30,25,,,,,,,,,,,,,,,,,,,,,,,,,,
64829,,,,,,,46,,59,,,,,,,,,,,,,,,,,,,,,,
64830,,,,,7,2,4,4,2,3,3,6,6,8,9,,,,,,2,1,2,9,3,3,15,46,98,94,
64832,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,
64835,,,,,,,,202,216,,,,342,,,,,,,,,,,,,,,,,,
64839,,,,21,22,,,83,38,,,,,,,,,,,6,,,,14,,,,,,,
64842,,,,18,37,21,20,15,12,12,29,24,29,35,,,,,,14,12,8,28,28,42,59,84,69,139,,
64843,,,,10,21,12,7,6,7,4,13,,,,,,,,,7,5,1,9,3,14,47,,,,,
64849,,,,,5,,10,,,,,,,,,,,,,,,,,,,,,,,,
64850,,,,,29,76,73,141,120,,145,186,,,,,,,,,,,,,,,,,,,
64851,,,,28,68,52,,,,,,,,,,,,,,28,27,,,,,,,,,,
64852,,,,33,28,74,82,140,117,,138,145,134,144,154,,,,,,,,,,,,,83,65,141,
64854,,,,124,129,151,133,,,,,,,,,,,,,,,,,,,,,,,,
64855,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,
64857,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
64858,,,,8,11,16,11,20,15,,14,20,20,,,,,,,3,7,7,14,6,,,37,61,,,
64859,,,,,10,7,,3,9,5,17,28,,,,,,,,,5,,,7,6,14,19,,,,
64860,,,,,4,4,,5,5,2,4,3,6,,,,,,,,1,,,3,1,9,10,13,,,
64872,,,,9,18,,,,,,,,,,,,,,,,,,,,,,,,,,
64873,,,,6,10,,22,24,,,,,,,,,,,,,,,,,,,,,,,
64874,,,,3,11,5,23,13,25,,,,,,,,,,,,,,,,,,,,,,
64877,,,,,9,4,5,6,11,8,16,14,22,23,,,,,,,4,5,13,30,17,42,58,65,67,,
64878,,,,,55,38,70,59,,,,,,,,,,,,,,,,,,,,,,,
64882,,,,,10,,8,,,,,,,,,,,,,,,,,,,,,,,,
64885,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
64887,,,,,25,18,43,36,77,,,,,,,,,,,,,,22,55,,,,,,,
64889,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
64890,,,,23,,,11,,,,,,,,,,,,,,,,,,,,,,,,
64891,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,
64894,,,,,1,,1,1,1,1,2,2,3,2,1,,,,,,,,1,6,2,10,11,12,10,22,
64906,,,,,,21,33,,,,,,,,,,,,,,,,,,,,,,,,
64907,,,,,,44,45,62,78,,,,,,,,,,,,,,,,,,,,,,
64912,,,,27,97,78,122,85,120,56,107,84,106,85,,,,,,,,,44,81,26,39,45,89,77,,
64924,,,,,,64,89,,,,,,,,,,,,,,,102,,,,,,,,,
64925,,,,,,20,6,12,10,11,10,9,7,,,,,,,,,9,23,64,33,13,35,59,,,
64926,,,,,,44,101,,,,,,,,,,,,,,,66,,,,,,,,,
64928,,,,,,,38,,50,,,,,,,,,,,,,,,,,,,,,,
64929,,,,,,,23,26,32,,,,,,,,,,,,,,14,28,,,,,,,
64930,,,,190,219,216,223,,,,,,,,,,,,,169,169,177,,,,,,,,,
64941,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
64945,,,,17,10,10,5,16,,,,,,,,,,,,4,9,3,16,,,,,,,,
64949,,,,,5,6,9,,,,,,,,,,,,,,,,,,,,,,,,
64950,,,,11,8,22,16,25,18,,21,20,11,,,,,,,9,23,14,23,49,,,6,23,,,
64952,,,,,333,295,,,,,,,,,,,,,,,,,,,,,,,,,
64954,,,,41,,84,47,79,51,64,,,,,,,,,,,,34,51,50,130,,,,,,
64955,,,,215,194,214,190,,,,,,,,,,,,,162,135,138,,,,,,,,,
64961,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,
64968,,,,,,,45,73,,,,,,,,,,,,,,,52,,,,,,,,
64976,,,,,,21,21,43,,,,,,,,,,,,,,,,,,,,,,,
64980,,,,18,25,46,41,,,,,,,,,,,,,,,25,,,,,,,,,
64981,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,
64982,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,
64987,,,,,,,,132,,,,,,,,,,,,,,,,,,,,,,,
64988,,,,,14,4,14,,,,,,,,,,,,,,1,11,,,,,,,,,
64989,,,,,11,15,29,20,33,21,42,36,56,32,41,,,,,,12,14,18,29,13,36,52,72,23,102,
64993,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
64995,,,,,45,35,64,,,,,,,,,,,,,,,,,,,,,,,,
64997,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,
64999,,,,,5,8,8,8,7,5,,,,,,,,,,,5,2,8,9,3,,,,,,
65000,,,,,36,114,91,98,78,,96,,,,,,,,,,53,52,48,63,,,,,,,
65001,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
65002,,,,,1,5,1,4,1,2,3,7,6,8,,,,,,,6,1,25,27,13,15,47,50,53,,
65003,,,,,77,109,,,,,,,,,,,,,,,35,,,,,,,,,,
65006,,,,79,109,104,144,,,,,,,,,,,,,94,97,147,,,,,,,,,
65016,,,,,,209,264,,,,,,,,,,,,,,,,,,,,,,,,
65019,,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,
65023,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,
65025,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,
65028,,,,,,33,30,45,44,,,,,,,,,,,,,51,61,55,,,,,,,
65029,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,
65033,,,,,,,7,9,,,,,,,,,,,,,,,5,,,,,,,,
65034,,,,22,,,56,,,,,,,,,,,,,,,,,,,,,,,,
65035,,,,57,16,19,8,17,11,,25,,,,,,,,,3,8,5,58,39,,,,,,,
65037,,,,,19,14,16,10,11,11,16,15,,,,,,,,,23,6,28,14,53,50,34,,,,
65039,,,,122,75,118,,,,,,,,,,,,,,24,49,,,,,,,,,,
65040,,,,29,26,,,86,69,,95,,,,,,,,,,,,,,,,,,,,
65043,,,,,61,81,,,,,,,,,,,,,,,,,,,,,,,,,
65046,,,,37,98,103,74,61,103,,,,,,,,,,,69,48,4,62,143,,,,,,,
65048,,,,76,89,65,63,46,,,,,,,,,,,,34,57,54,52,,,,,,,,
65049,,,,9,3,5,3,2,2,3,2,2,3,,,,,,,1,2,6,1,16,9,11,18,31,,,
65052,,,,25,12,20,11,14,12,,15,,,,,,,,,8,25,8,31,66,,,,,,,
65068,,,,,,28,64,41,59,46,69,57,84,72,,,,,,,,78,16,100,61,36,61,126,94,,
65069,,,,,30,16,,,,,,,,,,,,,,,12,,,,,,,,,,
65070,,,,,21,16,,,,,,,,,,,,,,,,,,,,,,,,,
65075,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,
65078,,,,,,150,153,126,126,,,,,,,,,,,,,62,95,74,,,,,,,
65080,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,
65088,,,,,18,33,23,44,,,,,,,,,,,,,21,38,109,,,,,,,,
65089,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
65090,,,,85,92,150,129,,,,,,,,,,,,,106,115,128,,,,,,,,,
65093,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
65094,,,,,,67,84,77,93,58,,,,,,,,,,,,58,72,70,16,,,,,,
65096,,,,107,78,166,,,,,,,,,,,,,,,,,,,,,,,,,
65097,,,,103,173,151,209,176,229,,,,,,,,,,,,,,112,173,,,,,,,
65098,,,,34,,88,,,,,,,,,,,,,,,,,,,,,,,,,
65099,,,,88,141,103,143,113,139,,143,117,,,,,,,,70,35,101,95,90,,,47,,,,
65100,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,
65101,,,,159,124,176,164,176,166,,163,,,,,,,,,85,107,139,95,159,,,,,,,
65106,,,,,,24,25,,,,,,,,,,,,,,,,,,,,,,,,
65107,,,,,,17,17,23,18,,14,,,,,,,,,,,,,,,,,,,,
65109,,,,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,
65110,,,,,,23,25,31,,,,,,,,,,,,,,17,48,,,,,,,,
65111,,,,25,47,38,52,,65,,,,,,,,,,,41,35,67,,,,,,,,,
65112,,,,39,43,37,36,34,35,35,,,,,,,,,,17,30,19,46,21,63,,,,,,
65118,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,
65119,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,
65126,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,
65142,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,
65145,,,,,,141,,,,,,,,,,,,,,,,,,,,,,,,,
65147,,,,9,5,7,8,26,23,,22,37,30,49,,,,,,,,,,,,,31,26,57,,
65148,,,,24,15,34,40,,,,,,,,,,,,,6,23,24,,,,,,,,,
65149,,,,,,17,18,21,,,,,,,,,,,,,,7,19,,,,,,,,
65150,,,,,4,11,4,10,3,4,4,,,,,,,,,,4,1,23,1,30,39,,,,,
65152,,,,137,169,174,173,154,,,,,,,,,,,,184,161,92,84,,,,,,,,
65155,,,,99,76,141,128,156,147,,,,,,,,,,,,,49,98,117,,,,,,,
65159,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
65161,,,,,,107,122,93,117,,,,,,,,,,,,,114,57,136,,,,,,,
65163,,,,,,27,57,45,,,,,,,,,,,,,,115,87,,,,,,,,
65164,,,,3,6,,7,7,12,6,,25,,,,,,,,,,,,,,,,,,,
65165,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,
65168,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,
65174,,,,129,111,151,138,,,,,,,,,,,,,65,123,113,,,,,,,,,
65175,,,,145,184,174,,,,,,,,,,,,,,,,,,,,,,,,,
65177,,,,,7,,18,28,,,,,,,,,,,,,,,32,,,,,,,,
65178,,,,,29,32,,,,,,,,,,,,,,,30,,,,,,,,,,
65180,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,
65181,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
65183,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,
65189,,,,,,,,157,16,,16,14,10,,,,,,,,,,,,,,12,27,,,
65190,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,
65194,,,,8,,,31,16,25,19,42,24,45,33,,,,,,,,,2,87,63,105,53,153,81,,
65197,,,,7,35,,,,,,,,,,,,,,,,,,,,,,,,,,
65198,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,
65200,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,
65203,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
65204,,,,,21,,19,,,,,,,,,,,,,,,,,,,,,,,,
65205,,,,,21,32,19,37,34,20,25,27,22,,,,,,,,15,20,38,45,5,3,24,71,,,
65208,,,,,27,77,,,,,,,,,,,,,,,36,,,,,,,,,,
65209,,,,,36,56,51,39,51,33,,,,,,,,,,,71,26,54,86,51,,,,,,
65211,,,,33,29,,,,77,47,,,,,,,,,,3,,,,,38,,,,,,
65212,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
65213,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
65214,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
65215,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
65216,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,
65219,,,,51,70,46,49,35,,,,,,,,,,,,57,24,36,30,,,,,,,,
65220,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,
65235,,,,175,151,141,122,143,119,,,,,,,,,,,107,54,84,105,112,,,,,,,
65240,,,,,33,28,,,,,,,,,,,,,,,,,,,,,,,,,
65241,,,,,18,,,,52,,,56,,,,,,,,,,,,,,,,,,,
65242,,,,31,64,62,78,,120,,,,,,,,,,,,,,,,,,,,,,
65247,,,,5,4,4,4,8,4,5,1,3,1,,,,,,,6,2,9,24,13,21,7,52,63,,,
65250,,,,26,24,62,44,116,88,,,,,,,,,,,,,,77,,,,,,,,
65255,,,,,,24,47,,79,,107,,,,,,,,,,,,,,,,,,,,
65260,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,
65261,,,,,,3,8,4,10,3,7,,,,,,,,,,,,,,,,,,,,
65264,,,,,3,3,2,1,1,1,1,,,,,,,,,,3,2,3,1,9,6,,,,,
65267,,,,48,35,56,45,84,,,,,,,,,,,,45,52,73,137,,,,,,,,
65268,,,,41,52,55,64,53,56,,,,,,,,,,,30,41,25,15,48,,,,,,,
65271,,,,13,35,15,30,28,36,,49,39,,,,,,,,30,10,34,44,32,,,39,,,,
65272,,,,,40,108,105,,,,,,,,,,,,,,28,71,,,,,,,,,
65273,,,,207,198,,,,,,,,,,,,,,,189,,,,,,,,,,,
65276,,,,,36,21,,,,,,,,,,,,,,,30,,,,,,,,,,
65277,,,,,42,,48,41,38,,30,24,34,26,,,,,,,,,,,,,13,21,20,,
