ID,2012 pořadí kraj kategorie,2013 pořadí kraj kategorie,2014 pořadí kraj kategorie,2015 pořadí kraj kategorie,2016 pořadí kraj kategorie,2017 pořadí kraj kategorie,2018 pořadí kraj kategorie,2019 pořadí kraj kategorie,2020 pořadí kraj kategorie,2021 pořadí kraj kategorie,2022 pořadí kraj kategorie,2023 pořadí kraj kategorie,2024 pořadí kraj kategorie,2025 pořadí kraj kategorie,2026 pořadí kraj kategorie,2027 pořadí kraj kategorie,2013 Pořadí skokani kraj kategorie,2014 Pořadí skokani kraj kategorie,2015 Pořadí skokani kraj kategorie,2016 Pořadí skokani kraj kategorie,2017 Pořadí skokani kraj kategorie,2018 Pořadí skokani kraj kategorie,2019 Pořadí skokani kraj kategorie,2020 Pořadí skokani kraj kategorie,2021 Pořadí skokani kraj kategorie,2022 Pořadí skokani kraj kategorie,2023 Pořadí skokani kraj kategorie,2024 Pořadí skokani kraj kategorie,2025 Pořadí skokani kraj kategorie,2026 Pořadí skokani kraj kategorie,2027 Pořadí skokani kraj kategorie
88212,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
88218,,,,,,,,,,,,,,114,,,,,,,,,,,,,,,,,
88220,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,
88235,,,,,,,,,,,,,,64,115,,,,,,,,,,,,,,,75,
88236,,,,,,,,,,,,,,92,152,,,,,,,,,,,,,,,,
88238,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,
88239,,,,,,,,,,,,,,142,78,,,,,,,,,,,,,,,,
88249,,,,,,,,,,,,,,,23,6,,,,,,,,,,,,,,,1
88254,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,
88255,,,,,,,,,,,,,,69,75,,,,,,,,,,,,,,,21,
88256,,,,,,,,,,,,,,46,43,,,,,,,,,,,,,,,45,
88276,,,,,,,,,,,,,,6,7,1,,,,,,,,,,,,,,6,1
88277,,,,,,,,,,,,,,40,28,,,,,,,,,,,,,,,,
88278,,,,,,,,,,,,,,230,,,,,,,,,,,,,,,,,
88288,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,
88293,,,,,,,,,,,,,,11,20,,,,,,,,,,,,,,,15,
88300,,,,,,,,,,,,,,41,82,,,,,,,,,,,,,,,93,
88316,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,
88325,,,,,,,,,,,,,,11,18,,,,,,,,,,,,,,,,
88326,,,,,,,,,,,,,,14,17,,,,,,,,,,,,,,,,
88327,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,
88328,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,
88332,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,
88333,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,
88337,,,,,,,,,,,,,,202,,,,,,,,,,,,,,,,,
88341,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,
88352,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,
88357,,,,,,,,,,,,,,30,78,,,,,,,,,,,,,,,,
88358,,,,,,,,,,,,,,200,173,,,,,,,,,,,,,,,,
88359,,,,,,,,,,,,,,29,48,,,,,,,,,,,,,,,,
88360,,,,,,,,,,,,,,175,124,,,,,,,,,,,,,,,,
88361,,,,,,,,,,,,,,11,22,,,,,,,,,,,,,,,,
88363,,,,,,,,,,,,,,90,67,,,,,,,,,,,,,,,,
88364,,,,,,,,,,,,,,28,17,,,,,,,,,,,,,,,,
88379,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,
88380,,,,,,,,,,,,,,103,98,,,,,,,,,,,,,,,54,
88381,,,,,,,,,,,,,,54,123,,,,,,,,,,,,,,,94,
88382,,,,,,,,,,,,,,129,81,,,,,,,,,,,,,,,,
88383,,,,,,,,,,,,,,12,34,,,,,,,,,,,,,,,,
88385,,,,,,,,,,,,,,94,47,,,,,,,,,,,,,,,,
88386,,,,,,,,,,,,,,158,,,,,,,,,,,,,,,,,
88387,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,
88388,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,
88389,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,
88393,,,,,,,,,,,,,,25,10,,,,,,,,,,,,,,,,
88407,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,
88408,,,,,,,,,,,,,,161,,,,,,,,,,,,,,,,,
88409,,,,,,,,,,,,,,100,108,,,,,,,,,,,,,,,82,
88410,,,,,,,,,,,,,,7,15,,,,,,,,,,,,,,,171,
88411,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,
88415,,,,,,,,,,,,,,43,59,,,,,,,,,,,,,,,9,
88423,,,,,,,,,,,,,,20,7,,,,,,,,,,,,,,,1,
88424,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,
88425,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,
88426,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,
88439,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
88440,,,,,,,,,,,,,,87,143,,,,,,,,,,,,,,,,
88444,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
88445,,,,,,,,,,,,,,186,216,,,,,,,,,,,,,,,,
88450,,,,,,,,,,,,,,10,7,5,,,,,,,,,,,,,,4,4
88451,,,,,,,,,,,,,,17,30,,,,,,,,,,,,,,,,
88454,,,,,,,,,,,,,,6,13,,,,,,,,,,,,,,,,
88464,,,,,,,,,,,,,,25,7,,,,,,,,,,,,,,,2,
88483,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,
88487,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,
88488,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,
88490,,,,,,,,,,,,,,22,3,,,,,,,,,,,,,,,,
88492,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,64,
88508,,,,,,,,,,,,,,132,,,,,,,,,,,,,,,,,
88524,,,,,,,,,,,,,,14,54,,,,,,,,,,,,,,,26,
88526,,,,,,,,,,,,,,108,60,,,,,,,,,,,,,,,,
88530,,,,,,,,,,,,,,233,221,,,,,,,,,,,,,,,,
88531,,,,,,,,,,,,,,48,14,,,,,,,,,,,,,,,8,
88534,,,,,,,,,,,,,,62,48,,,,,,,,,,,,,,,,
88535,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,
88542,,,,,,,,,,,,,,17,,4,,,,,,,,,,,,,,,
88543,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
88544,,,,,,,,,,,,,,147,125,,,,,,,,,,,,,,,,
88545,,,,,,,,,,,,,,,116,,,,,,,,,,,,,,,,
88546,,,,,,,,,,,,,,113,111,,,,,,,,,,,,,,,,
88548,,,,,,,,,,,,,,25,28,,,,,,,,,,,,,,,18,
88549,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,
88553,,,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,
88556,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,
88559,,,,,,,,,,,,,,18,14,,,,,,,,,,,,,,,,
88561,,,,,,,,,,,,,,10,7,,,,,,,,,,,,,,,,
88562,,,,,,,,,,,,,,66,59,,,,,,,,,,,,,,,44,
88564,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,
88566,,,,,,,,,,,,,,12,19,,,,,,,,,,,,,,,12,
88574,,,,,,,,,,,,,,16,11,,,,,,,,,,,,,,,,
88575,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,
88579,,,,,,,,,,,,,,133,120,,,,,,,,,,,,,,,,
88581,,,,,,,,,,,,,,34,34,,,,,,,,,,,,,,,36,
88582,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,
88587,,,,,,,,,,,,,,427,416,,,,,,,,,,,,,,,,
88591,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,
88592,,,,,,,,,,,,,,76,61,,,,,,,,,,,,,,,,
88593,,,,,,,,,,,,,,41,53,,,,,,,,,,,,,,,34,
88595,,,,,,,,,,,,,,171,,,,,,,,,,,,,,,,,
88597,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,
88598,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,
88599,,,,,,,,,,,,,,147,121,,,,,,,,,,,,,,,,
88600,,,,,,,,,,,,,,91,160,,,,,,,,,,,,,,,,
88623,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,
88627,,,,,,,,,,,,,,29,27,4,,,,,,,,,,,,,,9,4
88635,,,,,,,,,,,,,,52,32,,,,,,,,,,,,,,,13,
88636,,,,,,,,,,,,,,4,17,,,,,,,,,,,,,,,,
88637,,,,,,,,,,,,,,13,41,,,,,,,,,,,,,,,,
88638,,,,,,,,,,,,,,14,17,,,,,,,,,,,,,,,,
88639,,,,,,,,,,,,,,218,,,,,,,,,,,,,,,,,
88643,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,
88652,,,,,,,,,,,,,,31,77,,,,,,,,,,,,,,,,
88654,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,
88660,,,,,,,,,,,,,,9,9,,,,,,,,,,,,,,,,
88661,,,,,,,,,,,,,,19,60,,,,,,,,,,,,,,,42,
88662,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,
88672,,,,,,,,,,,,,,184,,,,,,,,,,,,,,,,,
88678,,,,,,,,,,,,,,75,87,,,,,,,,,,,,,,,,
88680,,,,,,,,,,,,,,292,176,,,,,,,,,,,,,,,,
88682,,,,,,,,,,,,,,108,121,,,,,,,,,,,,,,,,
88687,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,
88692,,,,,,,,,,,,,,24,34,,,,,,,,,,,,,,,21,
88693,,,,,,,,,,,,,,298,282,,,,,,,,,,,,,,,,
88694,,,,,,,,,,,,,,186,,,,,,,,,,,,,,,,,
88713,,,,,,,,,,,,,,74,57,,,,,,,,,,,,,,,,
88715,,,,,,,,,,,,,,,196,,,,,,,,,,,,,,,,
88718,,,,,,,,,,,,,,40,33,,,,,,,,,,,,,,,,
88722,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,
88730,,,,,,,,,,,,,,23,23,,,,,,,,,,,,,,,36,
88742,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
88743,,,,,,,,,,,,,,65,142,,,,,,,,,,,,,,,,
88744,,,,,,,,,,,,,,138,185,,,,,,,,,,,,,,,,
88748,,,,,,,,,,,,,,103,122,,,,,,,,,,,,,,,71,
88750,,,,,,,,,,,,,,29,42,,,,,,,,,,,,,,,,
88754,,,,,,,,,,,,,,15,22,,,,,,,,,,,,,,,,
88757,,,,,,,,,,,,,,145,,,,,,,,,,,,,,,,,
88758,,,,,,,,,,,,,,6,10,,,,,,,,,,,,,,,7,
88759,,,,,,,,,,,,,,76,63,15,,,,,,,,,,,,,,17,9
88765,,,,,,,,,,,,,,8,4,,,,,,,,,,,,,,,,
88769,,,,,,,,,,,,,,25,36,,,,,,,,,,,,,,,5,
88770,,,,,,,,,,,,,,233,223,,,,,,,,,,,,,,,,
88771,,,,,,,,,,,,,,57,64,,,,,,,,,,,,,,,,
88772,,,,,,,,,,,,,,135,100,4,,,,,,,,,,,,,,,
88773,,,,,,,,,,,,,,107,105,,,,,,,,,,,,,,,,
88774,,,,,,,,,,,,,,85,46,,,,,,,,,,,,,,,15,
88775,,,,,,,,,,,,,,186,153,,,,,,,,,,,,,,,,
88776,,,,,,,,,,,,,,4,1,2,,,,,,,,,,,,,,,
88778,,,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,
88783,,,,,,,,,,,,,,2,8,,,,,,,,,,,,,,,,
88784,,,,,,,,,,,,,,115,76,20,,,,,,,,,,,,,,23,16
88785,,,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,
88786,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,
88789,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,
88794,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,14,
88799,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,
88800,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,
88807,,,,,,,,,,,,,,10,11,,,,,,,,,,,,,,,7,
88821,,,,,,,,,,,,,,264,241,,,,,,,,,,,,,,,,
88822,,,,,,,,,,,,,,187,178,,,,,,,,,,,,,,,114,
88832,,,,,,,,,,,,,,65,111,16,,,,,,,,,,,,,,48,8
88839,,,,,,,,,,,,,,126,195,,,,,,,,,,,,,,,148,
88840,,,,,,,,,,,,,,77,35,,,,,,,,,,,,,,,17,
88843,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,
88844,,,,,,,,,,,,,,53,19,,,,,,,,,,,,,,,,
88850,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,
88855,,,,,,,,,,,,,,4,3,,,,,,,,,,,,,,,8,
88869,,,,,,,,,,,,,,63,27,,,,,,,,,,,,,,,,
88872,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,
88876,,,,,,,,,,,,,,75,21,,,,,,,,,,,,,,,,
88878,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,
88879,,,,,,,,,,,,,,371,264,,,,,,,,,,,,,,,,
88881,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,
88884,,,,,,,,,,,,,,75,57,,,,,,,,,,,,,,,,
88892,,,,,,,,,,,,,,41,73,,,,,,,,,,,,,,,,
88900,,,,,,,,,,,,,,75,30,,,,,,,,,,,,,,,,
88906,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,
88909,,,,,,,,,,,,,,34,48,,,,,,,,,,,,,,,22,
88910,,,,,,,,,,,,,,8,16,,,,,,,,,,,,,,,15,
88913,,,,,,,,,,,,,,25,33,,,,,,,,,,,,,,,,
88920,,,,,,,,,,,,,,14,14,,,,,,,,,,,,,,,16,
88921,,,,,,,,,,,,,,21,27,,,,,,,,,,,,,,,6,
88922,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,
88929,,,,,,,,,,,,,,117,126,,,,,,,,,,,,,,,,
88936,,,,,,,,,,,,,,182,,,,,,,,,,,,,,,,,
88937,,,,,,,,,,,,,,100,141,,,,,,,,,,,,,,,91,
88939,,,,,,,,,,,,,,17,39,,,,,,,,,,,,,,,,
88940,,,,,,,,,,,,,,16,32,,,,,,,,,,,,,,,,
88941,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,
88946,,,,,,,,,,,,,,3,14,,,,,,,,,,,,,,,,
88947,,,,,,,,,,,,,,19,13,,,,,,,,,,,,,,,,
88949,,,,,,,,,,,,,,75,129,,,,,,,,,,,,,,,,
88952,,,,,,,,,,,,,,12,37,,,,,,,,,,,,,,,19,
88954,,,,,,,,,,,,,,27,20,,,,,,,,,,,,,,,,
88955,,,,,,,,,,,,,,19,39,,,,,,,,,,,,,,,,
88956,,,,,,,,,,,,,,38,64,,,,,,,,,,,,,,,,
88963,,,,,,,,,,,,,,14,12,1,,,,,,,,,,,,,,2,6
88964,,,,,,,,,,,,,,7,11,,,,,,,,,,,,,,,2,
88965,,,,,,,,,,,,,,3,8,,,,,,,,,,,,,,,4,
88966,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,
88968,,,,,,,,,,,,,,9,18,,,,,,,,,,,,,,,,
88970,,,,,,,,,,,,,,22,10,,,,,,,,,,,,,,,,
88971,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,
88972,,,,,,,,,,,,,,336,,,,,,,,,,,,,,,,,
88973,,,,,,,,,,,,,,28,42,,,,,,,,,,,,,,,,
88974,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,
88975,,,,,,,,,,,,,,56,70,,,,,,,,,,,,,,,,
88977,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,
88979,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,
88982,,,,,,,,,,,,,,172,,,,,,,,,,,,,,,,,
88984,,,,,,,,,,,,,,118,145,,,,,,,,,,,,,,,,
88992,,,,,,,,,,,,,,13,18,3,,,,,,,,,,,,,,,6
89002,,,,,,,,,,,,,,12,20,,,,,,,,,,,,,,,,
89012,,,,,,,,,,,,,,27,23,,,,,,,,,,,,,,,17,
89014,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,
89015,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,
89018,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,
89019,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
89020,,,,,,,,,,,,,,,16,3,,,,,,,,,,,,,,,11
89021,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,
89022,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,
89024,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,
89025,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,
89030,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
89032,,,,,,,,,,,,,,6,5,,,,,,,,,,,,,,,,
89033,,,,,,,,,,,,,,9,6,,,,,,,,,,,,,,,,
89034,,,,,,,,,,,,,,4,17,,,,,,,,,,,,,,,,
89035,,,,,,,,,,,,,,7,18,,,,,,,,,,,,,,,,
89036,,,,,,,,,,,,,,7,19,,,,,,,,,,,,,,,,
89037,,,,,,,,,,,,,,5,4,,,,,,,,,,,,,,,,
89041,,,,,,,,,,,,,,321,,,,,,,,,,,,,,,,,
89042,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,
89043,,,,,,,,,,,,,,21,16,,,,,,,,,,,,,,,,
89050,,,,,,,,,,,,,,86,99,,,,,,,,,,,,,,,,
89052,,,,,,,,,,,,,,177,164,,,,,,,,,,,,,,,,
89053,,,,,,,,,,,,,,56,65,,,,,,,,,,,,,,,,
89054,,,,,,,,,,,,,,3,4,,,,,,,,,,,,,,,,
89055,,,,,,,,,,,,,,47,47,,,,,,,,,,,,,,,,
89056,,,,,,,,,,,,,,13,50,,,,,,,,,,,,,,,,
89057,,,,,,,,,,,,,,19,19,2,,,,,,,,,,,,,,,
89059,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,
89063,,,,,,,,,,,,,,154,129,,,,,,,,,,,,,,,,
89064,,,,,,,,,,,,,,38,46,,,,,,,,,,,,,,,37,
89067,,,,,,,,,,,,,,61,68,,,,,,,,,,,,,,,16,
89072,,,,,,,,,,,,,,30,21,,,,,,,,,,,,,,,19,
89079,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,
89080,,,,,,,,,,,,,,7,4,,,,,,,,,,,,,,,,
89084,,,,,,,,,,,,,,136,67,,,,,,,,,,,,,,,,
89086,,,,,,,,,,,,,,40,52,,,,,,,,,,,,,,,31,
89087,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,
89088,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,
89089,,,,,,,,,,,,,,33,31,16,,,,,,,,,,,,,,,3
89093,,,,,,,,,,,,,,29,39,,,,,,,,,,,,,,,,
89094,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,
89095,,,,,,,,,,,,,,12,14,4,,,,,,,,,,,,,,9,13
89100,,,,,,,,,,,,,,,7,2,,,,,,,,,,,,,,,2
89102,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,
89106,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,
89107,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,
89108,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,
89112,,,,,,,,,,,,,,56,49,8,,,,,,,,,,,,,,21,6
89113,,,,,,,,,,,,,,63,93,9,,,,,,,,,,,,,,,
89126,,,,,,,,,,,,,,,59,11,,,,,,,,,,,,,,,1
89128,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,
89129,,,,,,,,,,,,,,37,15,,,,,,,,,,,,,,,,
89137,,,,,,,,,,,,,,33,90,,,,,,,,,,,,,,,,
89145,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,
89148,,,,,,,,,,,,,,119,,22,,,,,,,,,,,,,,,
89149,,,,,,,,,,,,,,80,51,,,,,,,,,,,,,,,23,
89154,,,,,,,,,,,,,,,215,,,,,,,,,,,,,,,,
89158,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,
89162,,,,,,,,,,,,,,97,181,,,,,,,,,,,,,,,,
89163,,,,,,,,,,,,,,170,170,,,,,,,,,,,,,,,,
89170,,,,,,,,,,,,,,90,105,,,,,,,,,,,,,,,92,
89182,,,,,,,,,,,,,,133,,,,,,,,,,,,,,,,,
89197,,,,,,,,,,,,,,22,16,,,,,,,,,,,,,,,,
89198,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,
89203,,,,,,,,,,,,,,53,41,,,,,,,,,,,,,,,,
89204,,,,,,,,,,,,,,59,93,,,,,,,,,,,,,,,,
89205,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,
89208,,,,,,,,,,,,,,298,,,,,,,,,,,,,,,,,
89210,,,,,,,,,,,,,,1,6,,,,,,,,,,,,,,,3,
89213,,,,,,,,,,,,,,5,16,,,,,,,,,,,,,,,,
89215,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,
89227,,,,,,,,,,,,,,75,22,,,,,,,,,,,,,,,,
89243,,,,,,,,,,,,,,13,32,,,,,,,,,,,,,,,,
89244,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,
89245,,,,,,,,,,,,,,28,28,,,,,,,,,,,,,,,,
89249,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
89250,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,
89260,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,
89265,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
89268,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,
89272,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,
89273,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,
89276,,,,,,,,,,,,,,230,,,,,,,,,,,,,,,,,
89278,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,
89282,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,
89285,,,,,,,,,,,,,,86,58,,,,,,,,,,,,,,,,
89291,,,,,,,,,,,,,,63,34,,,,,,,,,,,,,,,,
89294,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,
89302,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,
89303,,,,,,,,,,,,,,174,205,,,,,,,,,,,,,,,,
89308,,,,,,,,,,,,,,60,76,,,,,,,,,,,,,,,71,
89309,,,,,,,,,,,,,,84,37,,,,,,,,,,,,,,,,
89311,,,,,,,,,,,,,,36,45,,,,,,,,,,,,,,,41,
89314,,,,,,,,,,,,,,,228,,,,,,,,,,,,,,,,
89315,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,
89320,,,,,,,,,,,,,,11,45,,,,,,,,,,,,,,,,
89321,,,,,,,,,,,,,,36,67,,,,,,,,,,,,,,,,
89326,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,
89335,,,,,,,,,,,,,,17,29,,,,,,,,,,,,,,,,
89336,,,,,,,,,,,,,,84,80,,,,,,,,,,,,,,,,
89337,,,,,,,,,,,,,,19,17,,,,,,,,,,,,,,,,
89340,,,,,,,,,,,,,,,84,5,,,,,,,,,,,,,,,
89341,,,,,,,,,,,,,,56,66,,,,,,,,,,,,,,,42,
89342,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,
89343,,,,,,,,,,,,,,75,40,,,,,,,,,,,,,,,,
89346,,,,,,,,,,,,,,,213,,,,,,,,,,,,,,,,
89347,,,,,,,,,,,,,,57,70,,,,,,,,,,,,,,,,
89350,,,,,,,,,,,,,,,178,,,,,,,,,,,,,,,,
89353,,,,,,,,,,,,,,61,72,,,,,,,,,,,,,,,29,
89354,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,
89355,,,,,,,,,,,,,,49,30,,,,,,,,,,,,,,,25,
89356,,,,,,,,,,,,,,50,70,,,,,,,,,,,,,,,47,
89358,,,,,,,,,,,,,,61,45,,,,,,,,,,,,,,,,
89360,,,,,,,,,,,,,,88,86,,,,,,,,,,,,,,,,
89361,,,,,,,,,,,,,,127,,,,,,,,,,,,,,,,,
89365,,,,,,,,,,,,,,37,22,,,,,,,,,,,,,,,,
89366,,,,,,,,,,,,,,127,89,,,,,,,,,,,,,,,38,
89370,,,,,,,,,,,,,,76,73,,,,,,,,,,,,,,,,
89371,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,
89386,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
89387,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
89388,,,,,,,,,,,,,,170,159,,,,,,,,,,,,,,,,
89391,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,
89392,,,,,,,,,,,,,,9,19,,,,,,,,,,,,,,,7,
89393,,,,,,,,,,,,,,,98,24,,,,,,,,,,,,,,,18
89397,,,,,,,,,,,,,,7,35,,,,,,,,,,,,,,,,
89410,,,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,
89414,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,
89415,,,,,,,,,,,,,,181,91,,,,,,,,,,,,,,,,
89420,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,
89423,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
89428,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,
89429,,,,,,,,,,,,,,,259,,,,,,,,,,,,,,,,
89430,,,,,,,,,,,,,,48,70,,,,,,,,,,,,,,,85,
89431,,,,,,,,,,,,,,10,14,,,,,,,,,,,,,,,,
89432,,,,,,,,,,,,,,9,3,,,,,,,,,,,,,,,,
89435,,,,,,,,,,,,,,43,16,,,,,,,,,,,,,,,5,
89436,,,,,,,,,,,,,,54,19,,,,,,,,,,,,,,,,
89441,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
89442,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,
89443,,,,,,,,,,,,,,16,13,,,,,,,,,,,,,,,,
89448,,,,,,,,,,,,,,175,,,,,,,,,,,,,,,,,
89450,,,,,,,,,,,,,,20,11,,,,,,,,,,,,,,,,
89453,,,,,,,,,,,,,,223,220,,,,,,,,,,,,,,,,
89454,,,,,,,,,,,,,,149,,,,,,,,,,,,,,,,,
89455,,,,,,,,,,,,,,26,14,,,,,,,,,,,,,,,,
89457,,,,,,,,,,,,,,49,88,,,,,,,,,,,,,,,,
89458,,,,,,,,,,,,,,119,,,,,,,,,,,,,,,,,
89464,,,,,,,,,,,,,,,178,,,,,,,,,,,,,,,,
89467,,,,,,,,,,,,,,12,33,,,,,,,,,,,,,,,37,
89469,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,
89470,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,
89471,,,,,,,,,,,,,,6,5,,,,,,,,,,,,,,,7,
89472,,,,,,,,,,,,,,42,54,,,,,,,,,,,,,,,,
89475,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
89482,,,,,,,,,,,,,,24,14,4,,,,,,,,,,,,,,,2
89495,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,
89496,,,,,,,,,,,,,,99,86,,,,,,,,,,,,,,,,
89497,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,
89498,,,,,,,,,,,,,,74,37,,,,,,,,,,,,,,,,
89499,,,,,,,,,,,,,,37,47,,,,,,,,,,,,,,,,
89500,,,,,,,,,,,,,,20,18,,,,,,,,,,,,,,,,
89501,,,,,,,,,,,,,,43,48,,,,,,,,,,,,,,,,
